City,Turnover_Rate,Average rent ($),Year,Total_Units,Buy_Price,Intl_Students_Prov,Annual_Rent,Cap_Rate,Price_to_Rent_Ratio,Average rent ($)_Lag1,Average rent ($)_Lag2,Average rent ($)_Growth,Turnover_Rate_Lag1,Turnover_Rate_Lag2,Turnover_Rate_Growth,Total_Units_Lag1,Total_Units_Lag2,Total_Units_Growth,Intl_Students_Prov_Lag1,Intl_Students_Prov_Lag2,Intl_Students_Prov_Growth,Cap_Rate_Lag1,Cap_Rate_Lag2,Cap_Rate_Growth,Student_Supply_Mismatch,Target_Next_Year_Rent,Target_Next_Year_Growth
Hamilton,12.3,1617.0,2023,44765.0,533941.6666666666,21270.0,19404.0,3.634104849156431,27.51709269566412,1438.0,1362.0,12.447844228094574,14.9,12.0,-17.4496644295302,45212.0,45147.0,-0.9886755728567675,17480.0,15380.0,21.681922196796343,2.965118277106364,3.3505535055350553,22.56188487370987,22.67059776965311,1632.0,0.927643784786642
Hamilton,11.1,1632.0,2024,45445.0,520425.0,20930.0,19584.0,3.763078253350627,26.573988970588236,1617.0,1438.0,0.927643784786647,12.3,14.9,-9.756097560975618,44765.0,45212.0,1.5190438959008068,21270.0,17480.0,-1.5984955336154183,3.634104849156431,2.965118277106364,3.548973118487031,-3.117539429516225,1656.0,1.4705882352941175
London,16.1,1275.0,2021,47214.0,353958.3333333333,15380.0,15300.0,4.322542672160094,23.134531590413943,1207.0,1107.0,5.633802816901401,19.3,21.1,-16.580310880829007,46326.0,45580.0,1.9168501489444267,14290.0,16015.0,7.627711686494054,5.320598769400312,5.843187566438181,-18.75834169229621,5.710861537549627,1393.0,9.254901960784313
London,19.1,1393.0,2022,47778.0,408025.0,17480.0,16716.0,4.096807793640096,24.409248624072745,1275.0,1207.0,9.254901960784313,16.1,19.3,18.633540372670797,47214.0,46326.0,1.1945609353158027,15380.0,14290.0,13.654096228868662,4.322542672160094,5.320598769400312,-5.222270678179153,12.45953529355286,1479.0,6.173725771715722
London,15.1,1479.0,2023,47023.0,359691.6666666667,21270.0,17748.0,4.934226073257188,20.26660280970626,1393.0,1275.0,6.173725771715732,19.1,16.1,-20.94240837696336,47778.0,47214.0,-1.5802252082548485,17480.0,15380.0,21.681922196796343,4.096807793640096,4.322542672160094,20.440750989516854,23.26214740505119,1548.0,4.665314401622718
London,14.4,1548.0,2024,48189.0,381041.6666666667,20930.0,18576.0,4.875057408419901,20.512578954923917,1479.0,1393.0,4.665314401622722,15.1,19.1,-4.635761589403964,47023.0,47778.0,2.4796376241413842,21270.0,17480.0,-1.5984955336154183,4.934226073257188,4.096807793640096,-1.1991478290379165,-4.0781331577568025,1651.0,6.6537467700258395
Montreal,11.4,932.0,2021,612757.0,346825.0,246590.0,11184.0,3.224681035104159,31.01081902718169,903.0,855.0,3.2115171650055396,15.7,17.4,-27.388535031847127,602897.0,590305.0,1.6354368988400925,201060.0,240640.0,22.644981597533075,3.5376118834507717,3.731135220316383,-8.8458219458875,21.009544698692984,1022.0,9.656652360515022
Montreal,11.4,1022.0,2022,621229.0,386783.3333333333,350230.0,12264.0,3.1707674408583615,31.538106110023918,932.0,903.0,9.656652360515029,11.4,15.7,0.0,612757.0,602897.0,1.382603544308747,246590.0,201060.0,42.02927937061518,3.224681035104159,3.5376118834507717,-1.6719047142613297,40.646675826306435,1096.0,7.240704500978473
Montreal,10.3,1096.0,2023,632708.0,386291.6666666667,453625.0,13152.0,3.4046812641570487,29.37132502027575,1022.0,932.0,7.240704500978468,11.4,11.4,-9.649122807017541,621229.0,612757.0,1.847788818616003,350230.0,246590.0,29.522028381349408,3.1707674408583615,3.224681035104159,7.377198979795385,27.674239562733405,1176.0,7.2992700729927
Montreal,9.6,1176.0,2024,653365.0,405841.6666666667,397765.0,14112.0,3.477218126937845,28.75862150415722,1096.0,1022.0,7.299270072992692,10.3,11.4,-6.796116504854377,632708.0,621229.0,3.2648551938651016,453625.0,350230.0,-12.314136125654452,3.4046812641570487,3.1707674408583615,2.13050377268591,-15.578991319519552,1346.0,14.45578231292517
Ottawa,17.9,1550.0,2021,66667.0,401600.0,15380.0,18600.0,4.631474103585657,21.591397849462364,1517.0,1410.0,2.175346077785112,17.9,20.3,0.0,66084.0,63768.0,0.8822105199443042,14290.0,16015.0,7.627711686494054,5.067576031734985,5.492466253685721,-8.605730341652507,6.74550116654975,1625.0,4.838709677419355
Ottawa,22.8,1625.0,2022,71062.0,432841.6666666667,17480.0,19500.0,4.505111568895477,22.197008547008547,1550.0,1517.0,4.8387096774193505,17.9,17.9,27.374301675977676,66667.0,66084.0,6.5924670376648065,15380.0,14290.0,13.654096228868662,4.631474103585657,5.067576031734985,-2.728343759762175,7.061629191203855,1698.0,4.492307692307692
Ottawa,16.7,1698.0,2023,72591.0,415391.6666666667,21270.0,20376.0,4.90525006519951,20.38632050778694,1625.0,1550.0,4.492307692307684,22.8,17.9,-26.754385964912288,71062.0,66667.0,2.1516422279136638,17480.0,15380.0,21.681922196796343,4.505111568895477,4.631474103585657,8.881877622447787,19.53027996888268,1880.0,10.71849234393404
Ottawa,16.5,1880.0,2024,78463.0,410016.6666666667,20930.0,22560.0,5.502215357099304,18.174497635933808,1698.0,1625.0,10.718492343934049,16.7,22.8,-1.19760479041916,72591.0,71062.0,8.0891570580375,21270.0,17480.0,-1.5984955336154183,4.90525006519951,4.505111568895477,12.16992577269378,-9.687652591652919,1926.0,2.4468085106382977
Quebec City,16.3,945.0,2021,99090.0,195591.66666666663,246590.0,11340.0,5.797793021175068,17.247942386831273,899.0,862.0,5.116796440489435,21.5,22.1,-24.1860465116279,95096.0,91787.0,4.199966349793893,201060.0,240640.0,22.644981597533075,5.974524644637254,5.86089994806176,-2.958086776339952,18.44501524773918,976.0,3.28042328042328
Quebec City,15.9,976.0,2022,103137.0,215275.0,350230.0,11712.0,5.4404831030077805,18.3807206284153,945.0,899.0,3.2804232804232836,16.3,21.5,-2.4539877300613466,99090.0,95096.0,4.084165909778981,246590.0,201060.0,42.02927937061518,5.797793021175068,5.974524644637254,-6.162860882792776,37.9451134608362,1040.0,6.557377049180328
Quebec City,15.4,1040.0,2023,106735.0,223700.0,453625.0,12480.0,5.578900312919089,17.924679487179485,976.0,945.0,6.557377049180335,15.9,16.3,-3.1446540880503138,103137.0,99090.0,3.4885637550054804,350230.0,246590.0,29.522028381349408,5.4404831030077805,5.797793021175068,2.544208065544473,26.033464626343928,1159.0,11.442307692307692
Quebec City,14.9,1159.0,2024,114092.0,250416.66666666663,397765.0,13908.0,5.553943427620633,18.00522481066053,1040.0,976.0,11.442307692307697,15.4,15.9,-3.2467532467532423,106735.0,103137.0,6.892771818054055,453625.0,350230.0,-12.314136125654452,5.578900312919089,5.4404831030077805,-0.44734416997311843,-19.206907943708508,1277.0,10.181190681622088
Regina,27.9,1156.0,2021,13860.0,187725.0,26295.0,13872.0,7.389532560926888,13.53265570934256,1152.0,1128.0,0.3472222222222321,37.7,48.8,-25.994694960212207,13888.0,13640.0,-0.20161290322581182,22385.0,25845.0,17.467053830690205,7.818267508719012,7.427500114317072,-5.483758995378385,17.668666733916016,1186.0,2.5951557093425603
Regina,35.0,1186.0,2022,13846.0,192100.0,33885.0,14232.0,7.40864133263925,13.497751545812253,1156.0,1152.0,2.595155709342567,27.9,37.7,25.448028673835132,13860.0,13888.0,-0.10101010101010166,26295.0,22385.0,28.86480319452367,7.389532560926888,7.818267508719012,0.25859242861181464,28.96581329553377,1301.0,9.696458684654301
Regina,34.5,1301.0,2023,14022.0,200425.0,46710.0,15612.0,7.789447424223525,12.837881117089418,1186.0,1156.0,9.696458684654296,35.0,27.9,-1.4285714285714235,13846.0,13860.0,1.2711252347248347,33885.0,26295.0,37.848605577689256,7.40864133263925,7.389532560926888,5.140026011336363,36.57748034296442,1415.0,8.762490392006148
Regina,31.9,1415.0,2024,14490.0,207208.33333333337,52490.0,16980.0,8.194651116026542,12.203082057322343,1301.0,1186.0,8.76249039200614,34.5,35.0,-7.536231884057976,14022.0,13846.0,3.3376123234916566,46710.0,33885.0,12.374223934917584,7.789447424223525,7.40864133263925,5.201956823572873,9.036611611425927,1473.0,4.098939929328622
Saskatoon,26.0,1183.0,2021,15263.0,191075.0,26295.0,14196.0,7.429543373021065,13.459777402085095,1166.0,1129.0,1.4579759862778818,34.5,39.0,-24.63768115942029,14687.0,14202.0,3.921835636957849,22385.0,25845.0,17.467053830690205,7.869885165221467,7.691900075700227,-5.595275953280188,13.545218193732357,1243.0,5.07185122569738
Saskatoon,37.4,1243.0,2022,15887.0,203500.0,33885.0,14916.0,7.3297297297297295,13.64306784660767,1183.0,1166.0,5.071851225697377,26.0,34.5,43.84615384615385,15263.0,14687.0,4.088318155015402,26295.0,22385.0,28.86480319452367,7.429543373021065,7.869885165221467,-1.3434694203925068,24.776485039508266,1360.0,9.412711182622687
Saskatoon,33.1,1360.0,2023,16958.0,209566.66666666663,46710.0,16320.0,7.78749801177032,12.841094771241828,1243.0,1183.0,9.41271118262268,37.4,26.0,-11.497326203208546,15887.0,15263.0,6.741360861081391,33885.0,26295.0,37.848605577689256,7.3297297297297295,7.429543373021065,6.245363729904807,31.107244716607866,1471.0,8.161764705882353
Saskatoon,36.5,1471.0,2024,17472.0,232941.66666666663,52490.0,17652.0,7.577862841197726,13.19633280459249,1360.0,1243.0,8.161764705882346,33.1,37.4,10.271903323262844,16958.0,15887.0,3.031017808703851,46710.0,33885.0,12.374223934917584,7.78749801177032,7.3297297297297295,-2.6919450927081257,9.343206126213733,1548.0,5.234534330387492
Toronto,8.0,1679.0,2021,320152.0,621783.3333333334,15380.0,20148.0,3.2403570375532738,30.86079677056449,1635.0,1562.0,2.6911314984709556,9.5,11.2,-15.789473684210531,318613.0,315630.0,0.48303113808916276,14290.0,16015.0,7.627711686494054,3.4960279159551564,3.6320888774060203,-7.3131818323032505,7.144680548404891,1779.0,5.955926146515783
Toronto,14.4,1779.0,2022,327263.0,678616.6666666666,17480.0,21348.0,3.145811331876121,31.788301792517643,1679.0,1635.0,5.955926146515789,8.0,9.5,80.0,320152.0,318613.0,2.2211324620805106,15380.0,14290.0,13.654096228868662,3.2403570375532738,3.4960279159551564,-2.917755808432221,11.432963766788152,1961.0,10.230466554243957
Toronto,9.8,1961.0,2023,325494.0,640975.0,21270.0,23532.0,3.6712820312804713,27.23844127146014,1779.0,1679.0,10.230466554243955,14.4,8.0,-31.944444444444443,327263.0,320152.0,-0.5405438439420318,17480.0,15380.0,21.681922196796343,3.145811331876121,3.2403570375532738,16.70382117579081,22.222466040738375,1974.0,0.6629270780214177
Toronto,8.3,1974.0,2024,334748.0,621191.6666666666,20930.0,23688.0,3.8133158043008737,26.223896769109533,1961.0,1779.0,0.6629270780214247,9.8,14.4,-15.306122448979586,325494.0,327263.0,2.843063159382364,21270.0,17480.0,-1.5984955336154183,3.6712820312804713,3.145811331876121,3.868778584980137,-4.441558692997782,2046.0,3.64741641337386
Vancouver,11.8,1824.0,2021,114743.0,670908.3333333334,165.0,21888.0,3.2624427082686402,30.651879264132557,1792.0,1748.0,1.7857142857142794,13.6,14.1,-13.235294117647056,113141.0,110753.0,1.4159323322226358,145.0,225.0,13.793103448275868,3.462012155037096,3.471027882732563,-5.7645507245862815,12.377171116053233,2002.0,9.758771929824562
Vancouver,11.7,2002.0,2022,118548.0,742341.6666666666,155.0,24024.0,3.2362456640585533,30.900002775002772,1824.0,1792.0,9.758771929824572,11.8,13.6,-0.8474576271186529,114743.0,113141.0,3.3161064291503672,165.0,145.0,-6.060606060606055,3.2624427082686402,3.462012155037096,-0.8029886362047267,-9.376712489756422,2181.0,8.941058941058941
Vancouver,10.7,2181.0,2023,121692.0,753625.0,175.0,26172.0,3.4728147288107483,28.79508635182638,2002.0,1824.0,8.941058941058944,11.7,11.8,-8.54700854700855,118548.0,114743.0,2.6520902925397216,155.0,165.0,12.903225806451623,3.2362456640585533,3.2624427082686402,7.3099847573226295,10.251135513911901,2314.0,6.098120128381476
Vancouver,8.1,2314.0,2024,124159.0,765850.0,220.0,27768.0,3.6257752823659986,27.580308268510517,2181.0,2002.0,6.098120128381468,10.7,11.7,-24.29906542056075,121692.0,118548.0,2.027249120731023,175.0,155.0,25.71428571428571,3.4728147288107483,3.2362456640585533,4.404512348046596,23.687036593554687,2363.0,2.1175453759723424
Victoria,18.4,1571.0,2021,28160.0,491866.6666666667,165.0,18852.0,3.8327460016264565,26.090954098592547,1507.0,1448.0,4.246848042468487,20.8,18.1,-11.538461538461553,27499.0,26120.0,2.403723771773514,145.0,225.0,13.793103448275868,4.204033398554796,4.246420788953832,-8.831694749522578,11.389379676502354,1699.0,8.147676639083386
Victoria,16.3,1699.0,2022,29571.0,582116.6666666666,155.0,20388.0,3.5023907006041175,28.551925969524554,1571.0,1507.0,8.147676639083379,18.4,20.8,-11.413043478260853,28160.0,27499.0,5.010653409090904,165.0,145.0,-6.060606060606055,3.8327460016264565,4.204033398554796,-8.619284995200571,-11.071259469696958,1839.0,8.24014125956445
Victoria,15.0,1839.0,2023,31064.0,558583.3333333334,175.0,22068.0,3.950708637923318,25.311914687934266,1699.0,1571.0,8.24014125956445,16.3,18.4,-7.9754601226993955,29571.0,28160.0,5.0488654424943435,155.0,165.0,12.903225806451623,3.5023907006041175,3.8327460016264565,12.80034055714776,7.854360363957279,1993.0,8.374116367591082
Victoria,15.7,1993.0,2024,32850.0,553825.0,220.0,23916.0,4.318331602943168,23.157091486870716,1839.0,1699.0,8.374116367591089,15.0,16.3,4.666666666666663,31064.0,29571.0,5.749420551120266,175.0,155.0,25.71428571428571,3.950708637923318,3.5023907006041175,9.305241127907893,19.964865163165445,2120.0,6.372303060712493
Winnipeg,13.6,1317.0,2021,65368.0,204408.33333333337,8540.0,15804.0,7.731583024175465,12.933961866194215,1262.0,1223.0,4.358161648177505,24.4,25.5,-44.26229508196721,62453.0,60629.0,4.6675099674955645,7710.0,8875.0,10.765239948119332,7.783450402604079,7.5345255411996215,-0.6663802779710792,6.097729980623767,1350.0,2.5056947608200453
Winnipeg,17.7,1350.0,2022,67651.0,216908.33333333337,10490.0,16200.0,7.468592723500709,13.389403292181072,1317.0,1262.0,2.505694760820054,13.6,24.4,30.147058823529417,65368.0,62453.0,3.4925345734916124,8540.0,7710.0,22.833723653395776,7.731583024175465,7.783450402604079,-3.4015065201062344,19.34118907990416,1427.0,5.703703703703704
Winnipeg,19.2,1427.0,2023,69460.0,215133.33333333337,14050.0,17124.0,7.959714905484969,12.563264034882819,1350.0,1317.0,5.7037037037037,17.7,13.6,8.47457627118644,67651.0,65368.0,2.674018122422428,10490.0,8540.0,33.93708293612965,7.468592723500709,7.731583024175465,6.575832960323202,31.26306481370722,1507.0,5.606166783461807
Winnipeg,19.2,1507.0,2024,73270.0,220225.0,14205.0,18084.0,8.21160177091611,12.177892059278921,1427.0,1350.0,5.606166783461819,19.2,17.7,0.0,69460.0,67651.0,5.485171321623961,14050.0,10490.0,1.1032028469750932,7.959714905484969,7.468592723500709,3.1645211973304166,-4.381968474648867,1571.0,4.24684804246848
