Region,Year,Population,Pop_Growth_Pct,City_Map
"Cranbrook (CA), British Columbia",2016,27023.0,1.2856071964018057,Cranbrook
"Cranbrook (CA), British Columbia",2017,27273.0,0.9251378455389814,Cranbrook
"Cranbrook (CA), British Columbia",2018,27534.0,0.9569904300956944,Cranbrook
"Cranbrook (CA), British Columbia",2019,27932.0,1.445485581462913,Cranbrook
"Cranbrook (CA), British Columbia",2020,28034.0,0.36517256193613346,Cranbrook
"Cranbrook (CA), British Columbia",2021,28197.0,0.5814368267104131,Cranbrook
"Cranbrook (CA), British Columbia",2022,28613.0,1.4753342554172377,Cranbrook
"Cranbrook (CA), British Columbia",2023,29248.0,2.2192709607520955,Cranbrook
"Cranbrook (CA), British Columbia",2024,29660.0,1.4086433260393827,Cranbrook
"Cranbrook (CA), British Columbia",2025,29713.0,0.17869184086312107,Cranbrook
"Dawson Creek (CA), British Columbia",2015,19392.0,,Dawson Creek
"Dawson Creek (CA), British Columbia",2016,19650.0,1.3304455445544594,Dawson Creek
"Dawson Creek (CA), British Columbia",2017,19468.0,-0.926208651399496,Dawson Creek
"Dawson Creek (CA), British Columbia",2018,19328.0,-0.719128826792681,Dawson Creek
"Dawson Creek (CA), British Columbia",2019,19203.0,-0.646730132450335,Dawson Creek
"Dawson Creek (CA), British Columbia",2020,18893.0,-1.6143310940998856,Dawson Creek
"Dawson Creek (CA), British Columbia",2021,18724.0,-0.8945111946223494,Dawson Creek
"Dawson Creek (CA), British Columbia",2022,19096.0,1.9867549668874274,Dawson Creek
"Dawson Creek (CA), British Columbia",2023,19615.0,2.717846669459578,Dawson Creek
"Dawson Creek (CA), British Columbia",2024,20179.0,2.875350497068574,Dawson Creek
"Dawson Creek (CA), British Columbia",2025,20264.0,0.4212299915753892,Dawson Creek
"Dolbeau-Mistassini (CA), Quebec",2015,15756.0,,Dolbeau-Mistassini
"Dolbeau-Mistassini (CA), Quebec",2016,15659.0,-0.6156384869256182,Dolbeau-Mistassini
"Dolbeau-Mistassini (CA), Quebec",2017,15525.0,-0.8557379142984822,Dolbeau-Mistassini
"Dolbeau-Mistassini (CA), Quebec",2018,15513.0,-0.07729468599033673,Dolbeau-Mistassini
"Dolbeau-Mistassini (CA), Quebec",2019,15386.0,-0.8186682137562018,Dolbeau-Mistassini
"Dolbeau-Mistassini (CA), Quebec",2020,15345.0,-0.2664760171584568,Dolbeau-Mistassini
"Dolbeau-Mistassini (CA), Quebec",2021,15295.0,-0.3258390355164509,Dolbeau-Mistassini
"Dolbeau-Mistassini (CA), Quebec",2022,15283.0,-0.07845701209545641,Dolbeau-Mistassini
"Dolbeau-Mistassini (CA), Quebec",2023,15298.0,0.0981482693188429,Dolbeau-Mistassini
"Dolbeau-Mistassini (CA), Quebec",2024,15276.0,-0.14380964832003684,Dolbeau-Mistassini
"Dolbeau-Mistassini (CA), Quebec",2025,15213.0,-0.4124116260801225,Dolbeau-Mistassini
"Drummondville (CMA), Quebec",2015,96506.0,,Drummondville
"Drummondville (CMA), Quebec",2016,97549.0,1.0807618179180523,Drummondville
"Drummondville (CMA), Quebec",2017,98582.0,1.058954986724614,Drummondville
"Drummondville (CMA), Quebec",2018,99326.0,0.7547016696760167,Drummondville
"Drummondville (CMA), Quebec",2019,100012.0,0.6906550147997459,Drummondville
"Drummondville (CMA), Quebec",2020,100909.0,0.8968923729152589,Drummondville
"Drummondville (CMA), Quebec",2021,102356.0,1.4339652558245541,Drummondville
"Drummondville (CMA), Quebec",2022,103827.0,1.4371409590058226,Drummondville
"Drummondville (CMA), Quebec",2023,105919.0,2.0148901538135533,Drummondville
"Drummondville (CMA), Quebec",2024,107895.0,1.8655765254581347,Drummondville
"Drummondville (CMA), Quebec",2025,109151.0,1.164094721720188,Drummondville
"Duncan (CA), British Columbia",2015,45239.0,,Duncan
"Duncan (CA), British Columbia",2016,46087.0,1.8744888260129544,Duncan
"Duncan (CA), British Columbia",2017,46968.0,1.911601970186827,Duncan
"Duncan (CA), British Columbia",2018,47726.0,1.6138647589848398,Duncan
"Duncan (CA), British Columbia",2019,48319.0,1.2425093240581608,Duncan
"Duncan (CA), British Columbia",2020,48724.0,0.8381795980877182,Duncan
"Duncan (CA), British Columbia",2021,49241.0,1.0610787291683854,Duncan
"Duncan (CA), British Columbia",2022,49934.0,1.4073637822139995,Duncan
"Duncan (CA), British Columbia",2023,50161.0,0.4546000720951682,Duncan
"Duncan (CA), British Columbia",2024,50730.0,1.134347401367597,Duncan
"Duncan (CA), British Columbia",2025,51122.0,0.772718312635523,Duncan
"Edmonton (CMA), Alberta",2015,1341040.0,,Edmonton
"Edmonton (CMA), Alberta",2016,1364673.0,1.7622889697548105,Edmonton
"Edmonton (CMA), Alberta",2017,1388606.0,1.7537534632838803,Edmonton
"Edmonton (CMA), Alberta",2018,1412415.0,1.714597229163628,Edmonton
"Edmonton (CMA), Alberta",2019,1438636.0,1.8564656988208084,Edmonton
"Edmonton (CMA), Alberta",2020,1461697.0,1.60297670849332,Edmonton
"Edmonton (CMA), Alberta",2021,1472402.0,0.7323679257739357,Edmonton
"Edmonton (CMA), Alberta",2022,1500864.0,1.9330318758056464,Edmonton
"Edmonton (CMA), Alberta",2023,1560830.0,3.9954319645217673,Edmonton
"Edmonton (CMA), Alberta",2024,1641668.0,5.179167494217829,Edmonton
"Edmonton (CMA), Alberta",2025,1692385.0,3.0893578969682034,Edmonton
"Edmundston (CA), New Brunswick",2015,22245.0,,Edmundston
"Edmundston (CA), New Brunswick",2016,22302.0,0.25623735670936565,Edmundston
"Edmundston (CA), New Brunswick",2017,22361.0,0.2645502645502562,Edmundston
"Edmundston (CA), New Brunswick",2018,22370.0,0.04024864719824883,Edmundston
"Edmundston (CA), New Brunswick",2019,22364.0,-0.026821636119800374,Edmundston
"Edmundston (CA), New Brunswick",2020,22385.0,0.09390091218028918,Edmundston
"Edmundston (CA), New Brunswick",2021,22514.0,0.5762787580969375,Edmundston
"Edmundston (CA), New Brunswick",2022,22634.0,0.5330016878386745,Edmundston
"Edmundston (CA), New Brunswick",2023,23275.0,2.8320226208359056,Edmundston
"Edmundston (CA), New Brunswick",2024,24174.0,3.8625134264232086,Edmundston
"Edmundston (CA), New Brunswick",2025,24655.0,1.989741044096971,Edmundston
"Elliot Lake (CA), Ontario",2015,10814.0,,Elliot Lake
"Elliot Lake (CA), Ontario",2016,10854.0,0.3698908821897495,Elliot Lake
"Elliot Lake (CA), Ontario",2017,11083.0,2.109821264050127,Elliot Lake
"Elliot Lake (CA), Ontario",2018,11283.0,1.8045655508436287,Elliot Lake
"Elliot Lake (CA), Ontario",2019,11398.0,1.0192324736328917,Elliot Lake
"Elliot Lake (CA), Ontario",2020,11518.0,1.0528162835585109,Elliot Lake
"Elliot Lake (CA), Ontario",2021,11711.0,1.675638131620083,Elliot Lake
"Elliot Lake (CA), Ontario",2022,11914.0,1.7334130304841544,Elliot Lake
"Elliot Lake (CA), Ontario",2023,11917.0,0.025180459963070057,Elliot Lake
"Elliot Lake (CA), Ontario",2024,11894.0,-0.1930015943609975,Elliot Lake
"Elliot Lake (CA), Ontario",2025,11901.0,0.05885320329577226,Elliot Lake
"Essa (CA), Ontario",2015,21027.0,,Essa
"Essa (CA), Ontario",2016,21754.0,3.457459456888756,Essa
"Essa (CA), Ontario",2017,22123.0,1.6962397719959554,Essa
"Essa (CA), Ontario",2018,22508.0,1.7402703069204106,Essa
"Essa (CA), Ontario",2019,22915.0,1.808245956993071,Essa
"Essa (CA), Ontario",2020,23343.0,1.8677722016146703,Essa
"Essa (CA), Ontario",2021,24039.0,2.9816218994987764,Essa
"Essa (CA), Ontario",2022,24611.0,2.3794666999459313,Essa
"Essa (CA), Ontario",2023,24863.0,1.0239323879565942,Essa
"Essa (CA), Ontario",2024,25361.0,2.0029763101797826,Essa
"Essa (CA), Ontario",2025,25868.0,1.9991325263199355,Essa
"Estevan (CA), Saskatchewan",2015,14069.0,,Estevan
"Estevan (CA), Saskatchewan",2016,13970.0,-0.703674745895233,Estevan
"Estevan (CA), Saskatchewan",2017,13736.0,-1.6750178954903383,Estevan
"Estevan (CA), Saskatchewan",2018,13610.0,-0.9172976121141541,Estevan
"Estevan (CA), Saskatchewan",2019,13562.0,-0.352681851579717,Estevan
"Estevan (CA), Saskatchewan",2020,13297.0,-1.9539890871552834,Estevan
"Estevan (CA), Saskatchewan",2021,13163.0,-1.0077461081446915,Estevan
"Estevan (CA), Saskatchewan",2022,13000.0,-1.23831953202157,Estevan
"Estevan (CA), Saskatchewan",2023,13069.0,0.5307692307692236,Estevan
"Estevan (CA), Saskatchewan",2024,13239.0,1.3007881245695962,Estevan
"Estevan (CA), Saskatchewan",2025,13266.0,0.20394289598912874,Estevan
"Fort St. John (CA), British Columbia",2015,29776.0,,Fort St. John
"Fort St. John (CA), British Columbia",2016,29820.0,0.14777001612036322,Fort St. John
"Fort St. John (CA), British Columbia",2017,29863.0,0.1441985244802213,Fort St. John
"Fort St. John (CA), British Columbia",2018,30117.0,0.8505508488765301,Fort St. John
"Fort St. John (CA), British Columbia",2019,30161.0,0.14609688880034,Fort St. John
"Fort St. John (CA), British Columbia",2020,30162.0,0.0033155399356887827,Fort St. John
"Fort St. John (CA), British Columbia",2021,30216.0,0.1790332206087042,Fort St. John
"Fort St. John (CA), British Columbia",2022,30111.0,-0.34749801429706517,Fort St. John
"Fort St. John (CA), British Columbia",2023,30285.0,0.5778619109295668,Fort St. John
"Fort St. John (CA), British Columbia",2024,30613.0,1.083044411424794,Fort St. John
"Fort St. John (CA), British Columbia",2025,30862.0,0.8133799366282224,Fort St. John
"Fredericton (CMA), New Brunswick",2015,103881.0,,Fredericton
"Fredericton (CMA), New Brunswick",2016,105291.0,1.3573223207323792,Fredericton
"Fredericton (CMA), New Brunswick",2017,106393.0,1.0466231681720117,Fredericton
"Fredericton (CMA), New Brunswick",2018,107592.0,1.126953840948186,Fredericton
"Fredericton (CMA), New Brunswick",2019,109092.0,1.394155699308497,Fredericton
"Fredericton (CMA), New Brunswick",2020,110168.0,0.9863234700986379,Fredericton
"Fredericton (CMA), New Brunswick",2021,111017.0,0.7706412025270559,Fredericton
"Fredericton (CMA), New Brunswick",2022,114480.0,3.119342082744092,Fredericton
"Fredericton (CMA), New Brunswick",2023,118659.0,3.650419287211748,Fredericton
"Fredericton (CMA), New Brunswick",2024,123308.0,3.917949755180805,Fredericton
"Fredericton (CMA), New Brunswick",2025,125303.0,1.6178998929509802,Fredericton
"Gander (CA), Newfoundland and Labrador",2015,13325.0,,Gander
"Gander (CA), Newfoundland and Labrador",2016,13430.0,0.7879924953095641,Gander
"Gander (CA), Newfoundland and Labrador",2017,13580.0,1.1169024571854091,Gander
"Gander (CA), Newfoundland and Labrador",2018,13673.0,0.6848306332842391,Gander
"Gander (CA), Newfoundland and Labrador",2019,13628.0,-0.32911577561617333,Gander
"Gander (CA), Newfoundland and Labrador",2020,13677.0,0.35955385970061204,Gander
"Gander (CA), Newfoundland and Labrador",2021,13817.0,1.023616290122109,Gander
"Gander (CA), Newfoundland and Labrador",2022,13838.0,0.15198668307156993,Gander
"Gander (CA), Newfoundland and Labrador",2023,14102.0,1.9077901430842648,Gander
"Gander (CA), Newfoundland and Labrador",2024,14266.0,1.1629556091334647,Gander
"Gander (CA), Newfoundland and Labrador",2025,14389.0,0.8621898219542956,Gander
"Granby (CA), Quebec",2015,84470.0,,Granby
"Granby (CA), Quebec",2016,85362.0,1.0559962116727828,Granby
"Granby (CA), Quebec",2017,86296.0,1.0941636793889487,Granby
"Granby (CA), Quebec",2018,87170.0,1.012793176972271,Granby
"Granby (CA), Quebec",2019,88341.0,1.3433520706665147,Granby
"Granby (CA), Quebec",2020,89821.0,1.6753262924349865,Granby
"Granby (CA), Quebec",2021,91440.0,1.8024738090201664,Granby
"Granby (CA), Quebec",2022,92605.0,1.2740594925634285,Granby
"Granby (CA), Quebec",2023,93764.0,1.2515522919928745,Granby
"Granby (CA), Quebec",2024,95061.0,1.383260099825101,Granby
"Granby (CA), Quebec",2025,95867.0,0.8478766265871407,Granby
"Grand Falls-Windsor (CA), Newfoundland and Labrador",2015,14246.0,,Grand Falls-Windsor
"Grand Falls-Windsor (CA), Newfoundland and Labrador",2016,14313.0,0.47030745472413926,Grand Falls-Windsor
"Grand Falls-Windsor (CA), Newfoundland and Labrador",2017,14286.0,-0.18863969817648485,Grand Falls-Windsor
"Grand Falls-Windsor (CA), Newfoundland and Labrador",2018,14263.0,-0.1609967800644041,Grand Falls-Windsor
"Grand Falls-Windsor (CA), Newfoundland and Labrador",2019,14204.0,-0.41365771576806765,Grand Falls-Windsor
"Grand Falls-Windsor (CA), Newfoundland and Labrador",2020,14225.0,0.14784567727401665,Grand Falls-Windsor
"Grand Falls-Windsor (CA), Newfoundland and Labrador",2021,14294.0,0.4850615114235568,Grand Falls-Windsor
"Grand Falls-Windsor (CA), Newfoundland and Labrador",2022,14366.0,0.5037078494473102,Grand Falls-Windsor
"Grand Falls-Windsor (CA), Newfoundland and Labrador",2023,14480.0,0.7935403034943667,Grand Falls-Windsor
"Grand Falls-Windsor (CA), Newfoundland and Labrador",2024,14516.0,0.24861878453039665,Grand Falls-Windsor
"Grand Falls-Windsor (CA), Newfoundland and Labrador",2025,14549.0,0.22733535409202865,Grand Falls-Windsor
"Grande Prairie (CA), Alberta",2015,65519.0,,Grande Prairie
"Grande Prairie (CA), Alberta",2016,65119.0,-0.6105099284177129,Grande Prairie
"Grande Prairie (CA), Alberta",2017,65096.0,-0.03531995270197319,Grande Prairie
"Grande Prairie (CA), Alberta",2018,66905.0,2.7789725943222265,Grande Prairie
"Grande Prairie (CA), Alberta",2019,67497.0,0.8848367087661568,Grande Prairie
"Grande Prairie (CA), Alberta",2020,67514.0,0.025186304576507723,Grande Prairie
"Grande Prairie (CA), Alberta",2021,66628.0,-1.3123204076191608,Grande Prairie
"Grande Prairie (CA), Alberta",2022,66029.0,-0.8990214324308132,Grande Prairie
"Grande Prairie (CA), Alberta",2023,67727.0,2.5715973284465843,Grande Prairie
"Grande Prairie (CA), Alberta",2024,70308.0,3.810887829078502,Grande Prairie
"Grande Prairie (CA), Alberta",2025,72120.0,2.577231609489683,Grande Prairie
"Greater Sudbury (CMA), Ontario",2015,170029.0,,Greater Sudbury
"Greater Sudbury (CMA), Ontario",2016,170660.0,0.37111316304865305,Greater Sudbury
"Greater Sudbury (CMA), Ontario",2017,171705.0,0.6123286065861988,Greater Sudbury
"Greater Sudbury (CMA), Ontario",2018,174100.0,1.3948341632451067,Greater Sudbury
"Greater Sudbury (CMA), Ontario",2019,175351.0,0.7185525560023054,Greater Sudbury
"Greater Sudbury (CMA), Ontario",2020,176580.0,0.7008799493587237,Greater Sudbury
"Greater Sudbury (CMA), Ontario",2021,177415.0,0.4728734851058958,Greater Sudbury
"Greater Sudbury (CMA), Ontario",2022,180295.0,1.6233125722176833,Greater Sudbury
"Greater Sudbury (CMA), Ontario",2023,185364.0,2.811503369477797,Greater Sudbury
"Greater Sudbury (CMA), Ontario",2024,192688.0,3.9511447746056305,Greater Sudbury
"Greater Sudbury (CMA), Ontario",2025,194278.0,0.8251681474715555,Greater Sudbury
"Guelph (CMA), Ontario",2015,153691.0,,Guelph
"Guelph (CMA), Ontario",2016,157183.0,2.27209140418112,Guelph
"Guelph (CMA), Ontario",2017,160702.0,2.2387917268406943,Guelph
"Guelph (CMA), Ontario",2018,163979.0,2.039178106059669,Guelph
"Guelph (CMA), Ontario",2019,167234.0,1.985010275706034,Guelph
"Guelph (CMA), Ontario",2020,170486.0,1.944580647476002,Guelph
"Guelph (CMA), Ontario",2021,172876.0,1.4018746407329585,Guelph
"Guelph (CMA), Ontario",2022,176523.0,2.1096045720632173,Guelph
"Guelph (CMA), Ontario",2023,179894.0,1.9096661624830702,Guelph
"Guelph (CMA), Ontario",2024,182615.0,1.512557394910341,Guelph
"Guelph (CMA), Ontario",2025,183134.0,0.28420447389316816,Guelph
"Halifax (CMA), Nova Scotia",2015,432541.0,,Halifax
"Halifax (CMA), Nova Scotia",2016,438022.0,1.2671631128609695,Halifax
"Halifax (CMA), Nova Scotia",2017,445326.0,1.667496153161263,Halifax
"Halifax (CMA), Nova Scotia",2018,453010.0,1.725477515348306,Halifax
"Halifax (CMA), Nova Scotia",2019,462737.0,2.1471932186927445,Halifax
"Halifax (CMA), Nova Scotia",2020,473565.0,2.3399901023691605,Halifax
"Halifax (CMA), Nova Scotia",2021,482144.0,1.811578136053127,Halifax
"Halifax (CMA), Nova Scotia",2022,498222.0,3.3346883918497383,Halifax
"Halifax (CMA), Nova Scotia",2023,515453.0,3.458498420382883,Halifax
"Halifax (CMA), Nova Scotia",2024,536372.0,4.058371956318041,Halifax
"Halifax (CMA), Nova Scotia",2025,544834.0,1.5776364165168921,Halifax
"Hamilton (CMA), Ontario",2015,762554.0,,Hamilton
"Hamilton (CMA), Ontario",2016,770432.0,1.0331071635582445,Hamilton
"Hamilton (CMA), Ontario",2017,779719.0,1.2054276042531953,Hamilton
"Hamilton (CMA), Ontario",2018,788294.0,1.0997551682080386,Hamilton
"Hamilton (CMA), Ontario",2019,799626.0,1.437534726891232,Hamilton
"Hamilton (CMA), Ontario",2020,811706.0,1.5107062551742878,Hamilton
"Hamilton (CMA), Ontario",2021,817777.0,0.7479309010897994,Hamilton
"Hamilton (CMA), Ontario",2022,827480.0,1.1865092806474076,Hamilton
"Hamilton (CMA), Ontario",2023,843066.0,1.883550055590466,Hamilton
"Hamilton (CMA), Ontario",2024,862679.0,2.3263896302306186,Hamilton
"Hamilton (CMA), Ontario",2025,871143.0,0.9811297133696328,Hamilton
"Hawkesbury (CA), Ontario part, Ontario",2015,10550.0,,Hawkesbury
"Hawkesbury (CA), Ontario part, Ontario",2016,10364.0,-1.7630331753554551,Hawkesbury
"Hawkesbury (CA), Ontario part, Ontario",2017,10477.0,1.0903126206098124,Hawkesbury
"Hawkesbury (CA), Ontario part, Ontario",2018,10477.0,0.0,Hawkesbury
"Hawkesbury (CA), Ontario part, Ontario",2019,10465.0,-0.11453660398969001,Hawkesbury
"Hawkesbury (CA), Ontario part, Ontario",2020,10484.0,0.18155757286191232,Hawkesbury
"Hawkesbury (CA), Ontario part, Ontario",2021,10506.0,0.20984357115605423,Hawkesbury
"Hawkesbury (CA), Ontario part, Ontario",2022,10561.0,0.5235103750238057,Hawkesbury
"Hawkesbury (CA), Ontario part, Ontario",2023,10596.0,0.3314080106050499,Hawkesbury
"Hawkesbury (CA), Ontario part, Ontario",2024,10821.0,2.1234428086070123,Hawkesbury
"Hawkesbury (CA), Ontario part, Ontario",2025,11196.0,3.465483781535905,Hawkesbury
"Hawkesbury (CA), Ontario/Quebec",2015,12163.0,,Hawkesbury
"Hawkesbury (CA), Ontario/Quebec",2016,11975.0,-1.545671298199458,Hawkesbury
"Hawkesbury (CA), Ontario/Quebec",2017,12173.0,1.653444676409177,Hawkesbury
"Hawkesbury (CA), Ontario/Quebec",2018,12183.0,0.08214901831922194,Hawkesbury
"Hawkesbury (CA), Ontario/Quebec",2019,12193.0,0.08208158909956964,Hawkesbury
"Hawkesbury (CA), Ontario/Quebec",2020,12200.0,0.0574099893381419,Hawkesbury
"Hawkesbury (CA), Ontario/Quebec",2021,12333.0,1.0901639344262248,Hawkesbury
"Hawkesbury (CA), Ontario/Quebec",2022,12428.0,0.7702910889483494,Hawkesbury
"Hawkesbury (CA), Ontario/Quebec",2023,12515.0,0.7000321853878333,Hawkesbury
"Hawkesbury (CA), Ontario/Quebec",2024,12717.0,1.6140631242508974,Hawkesbury
"Hawkesbury (CA), Ontario/Quebec",2025,13134.0,3.279075253597541,Hawkesbury
"Hawkesbury (CA), Quebec part, Quebec",2015,1613.0,,Hawkesbury
"Hawkesbury (CA), Quebec part, Quebec",2016,1611.0,-0.12399256044637319,Hawkesbury
"Hawkesbury (CA), Quebec part, Quebec",2017,1696.0,5.276225946617008,Hawkesbury
"Hawkesbury (CA), Quebec part, Quebec",2018,1706.0,0.5896226415094352,Hawkesbury
"Hawkesbury (CA), Quebec part, Quebec",2019,1728.0,1.289566236811246,Hawkesbury
"Hawkesbury (CA), Quebec part, Quebec",2020,1716.0,-0.694444444444442,Hawkesbury
"Hawkesbury (CA), Quebec part, Quebec",2021,1827.0,6.468531468531458,Hawkesbury
"Hawkesbury (CA), Quebec part, Quebec",2022,1867.0,2.1893814997263172,Hawkesbury
"Hawkesbury (CA), Quebec part, Quebec",2023,1919.0,2.7852169255490056,Hawkesbury
"Hawkesbury (CA), Quebec part, Quebec",2024,1896.0,-1.1985409067222563,Hawkesbury
"Hawkesbury (CA), Quebec part, Quebec",2025,1938.0,2.215189873417711,Hawkesbury
"High River (CA), Alberta",2015,13737.0,,High River
"High River (CA), Alberta",2016,13857.0,0.8735531775496908,High River
"High River (CA), Alberta",2017,14125.0,1.9340405571191432,High River
"High River (CA), Alberta",2018,14241.0,0.8212389380531038,High River
"High River (CA), Alberta",2019,14385.0,1.0111649462818617,High River
"High River (CA), Alberta",2020,14524.0,0.966284323948563,High River
"High River (CA), Alberta",2021,14732.0,1.4321123657394574,High River
"High River (CA), Alberta",2022,14820.0,0.597339125712737,High River
"High River (CA), Alberta",2023,15272.0,3.0499325236167385,High River
"High River (CA), Alberta",2024,15416.0,0.9429020429544188,High River
"High River (CA), Alberta",2025,15514.0,0.6357031655422896,High River
"Ingersoll (CA), Ontario",2015,12864.0,,Ingersoll
"Ingersoll (CA), Ontario",2016,13041.0,1.3759328358208922,Ingersoll
"Ingersoll (CA), Ontario",2017,13287.0,1.8863584080975437,Ingersoll
"Ingersoll (CA), Ontario",2018,13631.0,2.5889967637540368,Ingersoll
"Ingersoll (CA), Ontario",2019,13819.0,1.3792091556012132,Ingersoll
"Ingersoll (CA), Ontario",2020,13974.0,1.1216441131775001,Ingersoll
"Ingersoll (CA), Ontario",2021,14335.0,2.5833691140689785,Ingersoll
"Ingersoll (CA), Ontario",2022,14451.0,0.8092082316009774,Ingersoll
"Ingersoll (CA), Ontario",2023,14739.0,1.9929416649366871,Ingersoll
"Ingersoll (CA), Ontario",2024,14843.0,0.705610964108816,Ingersoll
"Ingersoll (CA), Ontario",2025,15042.0,1.3406993195445693,Ingersoll
"Joliette (CA), Quebec",2015,49398.0,,Joliette
"Joliette (CA), Quebec",2016,49482.0,0.17004737033887718,Joliette
"Joliette (CA), Quebec",2017,50028.0,1.1034315508669845,Joliette
"Joliette (CA), Quebec",2018,50609.0,1.16134964419925,Joliette
"Joliette (CA), Quebec",2019,51343.0,1.4503349206662852,Joliette
"Joliette (CA), Quebec",2020,52057.0,1.3906472157840355,Joliette
"Joliette (CA), Quebec",2021,53023.0,1.85565822079643,Joliette
"Joliette (CA), Quebec",2022,53706.0,1.288120249702951,Joliette
"Joliette (CA), Quebec",2023,54504.0,1.4858675008379008,Joliette
"Joliette (CA), Quebec",2024,55347.0,1.5466754733597599,Joliette
"Joliette (CA), Quebec",2025,56044.0,1.2593275154931582,Joliette
"Kamloops (CMA), British Columbia",2015,106067.0,,Kamloops
"Kamloops (CMA), British Columbia",2016,108507.0,2.3004327453402196,Kamloops
"Kamloops (CMA), British Columbia",2017,111084.0,2.3749619840194747,Kamloops
"Kamloops (CMA), British Columbia",2018,114862.0,3.401029851283721,Kamloops
"Kamloops (CMA), British Columbia",2019,116906.0,1.779526736431536,Kamloops
"Kamloops (CMA), British Columbia",2020,118389.0,1.2685405368415559,Kamloops
"Kamloops (CMA), British Columbia",2021,119049.0,0.5574842257304313,Kamloops
"Kamloops (CMA), British Columbia",2022,122129.0,2.5871699888281308,Kamloops
"Kamloops (CMA), British Columbia",2023,125303.0,2.598891336210074,Kamloops
"Kamloops (CMA), British Columbia",2024,127457.0,1.7190330638532147,Kamloops
"Kamloops (CMA), British Columbia",2025,127198.0,-0.2032057870497539,Kamloops
"Kawartha Lakes (CA), Ontario",2015,76447.0,,Kawartha Lakes
"Kawartha Lakes (CA), Ontario",2016,77261.0,1.0647899852185283,Kawartha Lakes
"Kawartha Lakes (CA), Ontario",2017,78384.0,1.4535147098794887,Kawartha Lakes
"Kawartha Lakes (CA), Ontario",2018,79363.0,1.248979383547666,Kawartha Lakes
"Kawartha Lakes (CA), Ontario",2019,80180.0,1.0294469715106613,Kawartha Lakes
"Kawartha Lakes (CA), Ontario",2020,81057.0,1.0937889748066754,Kawartha Lakes
"Kawartha Lakes (CA), Ontario",2021,82147.0,1.3447327189508584,Kawartha Lakes
"Kawartha Lakes (CA), Ontario",2022,83694.0,1.8832093685709816,Kawartha Lakes
"Kawartha Lakes (CA), Ontario",2023,84273.0,0.6918058642196634,Kawartha Lakes
"Kawartha Lakes (CA), Ontario",2024,84802.0,0.6277218088830416,Kawartha Lakes
"Kawartha Lakes (CA), Ontario",2025,85223.0,0.4964505554114318,Kawartha Lakes
"Kelowna (CMA), British Columbia",2015,198008.0,,Kelowna
"Kelowna (CMA), British Columbia",2016,203697.0,2.8731162377277686,Kelowna
"Kelowna (CMA), British Columbia",2017,208874.0,2.541520002749187,Kelowna
"Kelowna (CMA), British Columbia",2018,214927.0,2.8979193197812947,Kelowna
"Kelowna (CMA), British Columbia",2019,220517.0,2.60088309053772,Kelowna
"Kelowna (CMA), British Columbia",2020,226205.0,2.5793929719704067,Kelowna
"Kelowna (CMA), British Columbia",2021,232150.0,2.628147034769346,Kelowna
"Kelowna (CMA), British Columbia",2022,239880.0,3.3297437001938324,Kelowna
"Kelowna (CMA), British Columbia",2023,246046.0,2.5704518926129793,Kelowna
"Kelowna (CMA), British Columbia",2024,251648.0,2.276810027393261,Kelowna
"Kelowna (CMA), British Columbia",2025,254605.0,1.1750540437436507,Kelowna
"Kenora (CA), Ontario",2015,15492.0,,Kenora
"Kenora (CA), Ontario",2016,15406.0,-0.5551252259230588,Kenora
"Kenora (CA), Ontario",2017,15660.0,1.6487082954693033,Kenora
"Kenora (CA), Ontario",2018,15612.0,-0.30651340996168397,Kenora
"Kenora (CA), Ontario",2019,15587.0,-0.16013323084806963,Kenora
"Kenora (CA), Ontario",2020,15498.0,-0.5709886443831413,Kenora
"Kenora (CA), Ontario",2021,15599.0,0.6516969931604111,Kenora
"Kenora (CA), Ontario",2022,15566.0,-0.21155202256555317,Kenora
"Kenora (CA), Ontario",2023,15423.0,-0.9186688937427689,Kenora
"Kenora (CA), Ontario",2024,15404.0,-0.12319263437723382,Kenora
"Kenora (CA), Ontario",2025,15370.0,-0.2207218904180741,Kenora
"Kentville (CA), Nova Scotia",2015,26543.0,,Kentville
"Kentville (CA), Nova Scotia",2016,26602.0,0.2222808273367738,Kentville
"Kentville (CA), Nova Scotia",2017,26688.0,0.3232839636117646,Kentville
"Kentville (CA), Nova Scotia",2018,26973.0,1.067895683453246,Kentville
"Kentville (CA), Nova Scotia",2019,27119.0,0.5412820227635118,Kentville
"Kentville (CA), Nova Scotia",2020,27338.0,0.8075519008813092,Kentville
"Kentville (CA), Nova Scotia",2021,27776.0,1.6021654839417643,Kentville
"Kentville (CA), Nova Scotia",2022,28283.0,1.8253168202764902,Kentville
"Kentville (CA), Nova Scotia",2023,28731.0,1.5839903829155233,Kentville
"Kentville (CA), Nova Scotia",2024,29283.0,1.9212697086770314,Kentville
"Kentville (CA), Nova Scotia",2025,29559.0,0.9425263804937911,Kentville
"Kingston (CMA), Ontario",2015,164472.0,,Kingston
"Kingston (CMA), Ontario",2016,166154.0,1.0226664721046719,Kingston
"Kingston (CMA), Ontario",2017,169997.0,2.312914525079135,Kingston
"Kingston (CMA), Ontario",2018,173635.0,2.140037765372327,Kingston
"Kingston (CMA), Ontario",2019,176279.0,1.5227344717366975,Kingston
"Kingston (CMA), Ontario",2020,178343.0,1.1708711758065427,Kingston
