City,Turnover_Rate,Average rent ($),Year,Total_Units,Buy_Price,Intl_Students_Prov,Province,Region_Map,Interest_Rate,GDP_Growth_Pct,Unemployment_Rate,Pop_Growth_Pct
Fort St. John,,1075.0,2023,,,,Unknown,Fort St. John,4.743243243243243,0.0,5.377638888888889,0.5778619109295668
Fort St. John,,1132.0,2024,,,,Unknown,Fort St. John,4.546934865900383,0.0,6.021701388888889,1.083044411424794
Fort St. John,,1196.0,2025,,,,Unknown,Fort St. John,2.71011673151751,0.0,6.689583333333334,0.8133799366282224
Fredericton,,837.0,2015,,,,Unknown,Fredericton,0.63,0.0,6.880045351473923,0.0
Fredericton,,853.0,2016,,,,Unknown,Fredericton,0.5,0.0,7.299149659863945,1.3573223207323792
Fredericton,,887.0,2017,,,,Unknown,Fredericton,0.698076923076923,0.0,6.635374149659864,1.0466231681720115
Fredericton,,912.0,2018,,,,Unknown,Fredericton,1.4042145593869733,0.0,6.057142857142857,1.126953840948186
Fredericton,,963.0,2019,,,,Unknown,Fredericton,1.75,0.0,5.9324829931972785,1.394155699308497
Fredericton,,986.0,2020,,,,Unknown,Fredericton,0.5565134099616859,0.0,9.181739267676768,0.986323470098638
Fredericton,,1059.0,2021,,,,Unknown,Fredericton,0.25,0.0,7.605385487528345,0.7706412025270559
Fredericton,,1165.0,2022,,,,Unknown,Fredericton,1.9296875,0.0,5.346462585034014,3.119342082744092
Fredericton,,1283.0,2023,,,,Unknown,Fredericton,4.743243243243243,0.0,5.377638888888889,3.650419287211748
Fredericton,,1354.0,2024,,,,Unknown,Fredericton,4.546934865900383,0.0,6.021701388888889,3.917949755180805
Fredericton,,1431.0,2025,,,,Unknown,Fredericton,2.71011673151751,0.0,6.689583333333334,1.6178998929509802
Gander,,709.0,2015,,,,Unknown,Gander,0.63,0.0,6.880045351473923,0.0
Gander,,718.0,2016,,,,Unknown,Gander,0.5,0.0,7.299149659863945,0.7879924953095641
Gander,,732.0,2017,,,,Unknown,Gander,0.698076923076923,0.0,6.635374149659864,1.1169024571854091
Gander,,727.0,2018,,,,Unknown,Gander,1.4042145593869733,0.0,6.057142857142857,0.6848306332842391
Gander,,761.0,2019,,,,Unknown,Gander,1.75,0.0,5.9324829931972785,-0.3291157756161733
Gander,,761.0,2020,,,,Unknown,Gander,0.5565134099616859,0.0,9.181739267676768,0.359553859700612
Gander,,796.0,2021,,,,Unknown,Gander,0.25,0.0,7.605385487528345,1.023616290122109
Gander,,829.0,2022,,,,Unknown,Gander,1.9296875,0.0,5.346462585034014,0.1519866830715699
Gander,,979.0,2023,,,,Unknown,Gander,4.743243243243243,0.0,5.377638888888889,1.9077901430842648
Gander,,970.0,2024,,,,Unknown,Gander,4.546934865900383,0.0,6.021701388888889,1.1629556091334647
Gander,,1005.0,2025,,,,Unknown,Gander,2.71011673151751,0.0,6.689583333333334,0.8621898219542956
Gaspé,,582.0,2015,,,,Unknown,Gaspé,0.63,0.0,6.880045351473923,0.0
Gaspé,,609.0,2016,,,,Unknown,Gaspé,0.5,0.0,7.299149659863945,0.0
Gaspé,,602.0,2017,,,,Unknown,Gaspé,0.698076923076923,0.0,6.635374149659864,0.0
Gaspé,,627.0,2018,,,,Unknown,Gaspé,1.4042145593869733,0.0,6.057142857142857,0.0
Gaspé,,623.0,2019,,,,Unknown,Gaspé,1.75,0.0,5.9324829931972785,0.0
Gaspé,,639.0,2020,,,,Unknown,Gaspé,0.5565134099616859,0.0,9.181739267676768,0.0
Gaspé,,656.0,2021,,,,Unknown,Gaspé,0.25,0.0,7.605385487528345,0.0
Gaspé,,680.0,2022,,,,Unknown,Gaspé,1.9296875,0.0,5.346462585034014,0.0
Gaspé,,763.0,2023,,,,Unknown,Gaspé,4.743243243243243,0.0,5.377638888888889,0.0
Gaspé,,819.0,2024,,,,Unknown,Gaspé,4.546934865900383,0.0,6.021701388888889,0.0
Gaspé,,918.0,2025,,,,Unknown,Gaspé,2.71011673151751,0.0,6.689583333333334,0.0
Gatineau,,751.0,2015,,,,Quebec,Outaouais,0.63,0.0,7.574999999999999,0.0
Gatineau,,762.0,2016,,,,Quebec,Outaouais,0.5,1.6124848776294831,7.675,0.0
Gatineau,,782.0,2017,,,,Quebec,Outaouais,0.698076923076923,2.851217847640486,5.75,0.0
Gatineau,,794.0,2018,,,,Quebec,Outaouais,1.4042145593869733,3.2220906685299866,5.075,0.0
Gatineau,21.5,874.0,2019,23441.0,,,Quebec,Outaouais,1.75,2.980685602566724,5.075,0.0
Gatineau,21.3,950.0,2020,25284.0,,,Quebec,Outaouais,0.5565134099616859,-4.798116405589237,8.025,0.0
Gatineau,18.4,1035.0,2021,26368.0,,,Quebec,Outaouais,0.25,7.380603188688584,5.641666666666667,0.0
Gatineau,15.6,1269.0,2022,28060.0,,,Quebec,Outaouais,1.9296875,3.476712880105848,3.716666666666667,0.0
Gatineau,9.5,1252.0,2023,28864.0,,,Quebec,Outaouais,4.743243243243243,0.6289324098465832,4.008333333333334,0.0
Gatineau,13.2,1353.0,2024,30607.0,,,Quebec,Outaouais,4.546934865900383,1.288769846778881,5.5,0.0
Gatineau,17.3,1460.0,2025,33553.0,,,Quebec,Outaouais,2.71011673151751,0.0,6.491666666666667,0.0
Granby,,629.0,2015,,,,Unknown,Granby,0.63,0.0,6.880045351473923,0.0
Granby,,642.0,2016,,,,Unknown,Granby,0.5,0.0,7.299149659863945,1.0559962116727828
Granby,,642.0,2017,,,,Unknown,Granby,0.698076923076923,0.0,6.635374149659864,1.0941636793889489
Granby,,666.0,2018,,,,Unknown,Granby,1.4042145593869733,0.0,6.057142857142857,1.012793176972271
Granby,,698.0,2019,,,,Unknown,Granby,1.75,0.0,5.9324829931972785,1.3433520706665147
Granby,,708.0,2020,,,,Unknown,Granby,0.5565134099616859,0.0,9.181739267676768,1.6753262924349863
Granby,,766.0,2021,,,,Unknown,Granby,0.25,0.0,7.605385487528345,1.8024738090201664
Granby,,852.0,2022,,,,Unknown,Granby,1.9296875,0.0,5.346462585034014,1.2740594925634283
Granby,,974.0,2023,,,,Unknown,Granby,4.743243243243243,0.0,5.377638888888889,1.2515522919928743
Granby,,1129.0,2024,,,,Unknown,Granby,4.546934865900383,0.0,6.021701388888889,1.383260099825101
Granby,,1154.0,2025,,,,Unknown,Granby,2.71011673151751,0.0,6.689583333333334,0.8478766265871407
Grand Falls-Windsor,,756.0,2015,,,,Unknown,Grand Falls-Windsor,0.63,0.0,6.880045351473923,0.0
Grand Falls-Windsor,,768.0,2016,,,,Unknown,Grand Falls-Windsor,0.5,0.0,7.299149659863945,0.4703074547241392
Grand Falls-Windsor,,757.0,2017,,,,Unknown,Grand Falls-Windsor,0.698076923076923,0.0,6.635374149659864,-0.1886396981764848
Grand Falls-Windsor,,765.0,2018,,,,Unknown,Grand Falls-Windsor,1.4042145593869733,0.0,6.057142857142857,-0.1609967800644041
Grand Falls-Windsor,,797.0,2019,,,,Unknown,Grand Falls-Windsor,1.75,0.0,5.9324829931972785,-0.4136577157680676
Grand Falls-Windsor,,799.0,2020,,,,Unknown,Grand Falls-Windsor,0.5565134099616859,0.0,9.181739267676768,0.1478456772740166
Grand Falls-Windsor,,800.0,2021,,,,Unknown,Grand Falls-Windsor,0.25,0.0,7.605385487528345,0.4850615114235568
Grand Falls-Windsor,,812.0,2022,,,,Unknown,Grand Falls-Windsor,1.9296875,0.0,5.346462585034014,0.5037078494473102
Grand Falls-Windsor,,824.0,2023,,,,Unknown,Grand Falls-Windsor,4.743243243243243,0.0,5.377638888888889,0.7935403034943667
Grand Falls-Windsor,,833.0,2024,,,,Unknown,Grand Falls-Windsor,4.546934865900383,0.0,6.021701388888889,0.2486187845303966
Grand Falls-Windsor,,945.0,2025,,,,Unknown,Grand Falls-Windsor,2.71011673151751,0.0,6.689583333333334,0.2273353540920286
Grande Prairie,,1203.0,2015,,,,Alberta,Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River,0.63,0.0,5.616666666666667,0.0
Grande Prairie,,1030.0,2016,,,,Alberta,Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River,0.5,-3.637990502091215,7.1499999999999995,-0.6105099284177129
Grande Prairie,,1018.0,2017,,,,Alberta,Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River,0.698076923076923,4.258362891689038,6.316666666666666,-0.0353199527019731
Grande Prairie,,1127.0,2018,,,,Alberta,Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River,1.4042145593869733,2.0756738468478586,5.558333333333334,2.7789725943222265
Grande Prairie,,1190.0,2019,,,,Alberta,Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River,1.75,0.1151800067395569,5.408333333333334,0.8848367087661568
Grande Prairie,,1118.0,2021,,,,Alberta,Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River,0.25,5.323878146843719,8.091666666666667,-1.3123204076191608
Grande Prairie,,1128.0,2022,,,,Alberta,Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River,1.9296875,6.142151414844643,5.375,-0.8990214324308132
Grande Prairie,,1206.0,2023,,,,Alberta,Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River,4.743243243243243,2.34153594528288,5.325,2.5715973284465843
Grande Prairie,,1330.0,2024,,,,Alberta,Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River,4.546934865900383,2.658092860941053,4.833333333333333,3.810887829078502
Grande Prairie,,1427.0,2025,,,,Alberta,Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River,2.71011673151751,0.0,6.075,2.577231609489683
Gravenhurst,,924.0,2015,,,,Unknown,Gravenhurst,0.63,0.0,6.880045351473923,0.0
Gravenhurst,,909.0,2016,,,,Unknown,Gravenhurst,0.5,0.0,7.299149659863945,0.0
Gravenhurst,,929.0,2017,,,,Unknown,Gravenhurst,0.698076923076923,0.0,6.635374149659864,0.0
Gravenhurst,,1000.0,2018,,,,Unknown,Gravenhurst,1.4042145593869733,0.0,6.057142857142857,0.0
Gravenhurst,,1002.0,2019,,,,Unknown,Gravenhurst,1.75,0.0,5.9324829931972785,0.0
Gravenhurst,,1040.0,2020,,,,Unknown,Gravenhurst,0.5565134099616859,0.0,9.181739267676768,0.0
Gravenhurst,,1105.0,2021,,,,Unknown,Gravenhurst,0.25,0.0,7.605385487528345,0.0
Gravenhurst,,1170.0,2022,,,,Unknown,Gravenhurst,1.9296875,0.0,5.346462585034014,0.0
Gravenhurst,,1270.0,2023,,,,Unknown,Gravenhurst,4.743243243243243,0.0,5.377638888888889,0.0
Gravenhurst,,1340.0,2024,,,,Unknown,Gravenhurst,4.546934865900383,0.0,6.021701388888889,0.0
Gravenhurst,,1555.0,2025,,,,Unknown,Gravenhurst,2.71011673151751,0.0,6.689583333333334,0.0
Greater Napanee,,877.0,2015,,,,Unknown,Greater Napanee,0.63,0.0,6.880045351473923,0.0
Greater Napanee,,881.0,2016,,,,Unknown,Greater Napanee,0.5,0.0,7.299149659863945,0.0
Greater Napanee,,863.0,2017,,,,Unknown,Greater Napanee,0.698076923076923,0.0,6.635374149659864,0.0
Greater Napanee,,876.0,2018,,,,Unknown,Greater Napanee,1.4042145593869733,0.0,6.057142857142857,0.0
Greater Napanee,,959.0,2019,,,,Unknown,Greater Napanee,1.75,0.0,5.9324829931972785,0.0
Greater Napanee,,926.0,2020,,,,Unknown,Greater Napanee,0.5565134099616859,0.0,9.181739267676768,0.0
Greater Napanee,,984.0,2021,,,,Unknown,Greater Napanee,0.25,0.0,7.605385487528345,0.0
Greater Napanee,,930.0,2022,,,,Unknown,Greater Napanee,1.9296875,0.0,5.346462585034014,0.0
Greater Napanee,,1342.0,2023,,,,Unknown,Greater Napanee,4.743243243243243,0.0,5.377638888888889,0.0
Greater Napanee,,1296.0,2024,,,,Unknown,Greater Napanee,4.546934865900383,0.0,6.021701388888889,0.0
Greater Napanee,,1244.0,2025,,,,Unknown,Greater Napanee,2.71011673151751,0.0,6.689583333333334,0.0
Sudbury,,962.0,2015,,,,Ontario,Northeast,0.63,0.0,6.311111111111111,0.0
Sudbury,,962.0,2015,,,,Ontario,Northeast,0.63,0.0,7.525,0.0
Sudbury,,998.0,2016,,,,Ontario,Northeast,0.5,2.2493655938569113,9.658333333333331,0.0
Sudbury,,998.0,2016,,,,Ontario,Northeast,0.5,2.2493655938569113,7.691666666666666,0.0
Sudbury,,1058.0,2017,,,,Ontario,Northeast,0.698076923076923,2.7539321822391827,7.516666666666667,0.0
Sudbury,,1058.0,2017,,,,Ontario,Northeast,0.698076923076923,2.7539321822391827,7.083333333333333,0.0
Sudbury,,1066.0,2018,,,,Ontario,Northeast,1.4042145593869733,3.278999896398105,5.858333333333333,0.0
Sudbury,,1066.0,2018,,,,Ontario,Northeast,1.4042145593869733,3.278999896398105,6.375,0.0
Sudbury,,1128.0,2019,,,,Ontario,Northeast,1.75,2.2472691403358613,6.633333333333333,0.0
Sudbury,,1128.0,2019,,,,Ontario,Northeast,1.75,2.2472691403358613,6.325,0.0
Sudbury,,1148.0,2020,,,,Ontario,Northeast,0.5565134099616859,-4.624511241219686,7.390909090909091,0.0
Sudbury,,1148.0,2020,,,,Ontario,Northeast,0.5565134099616859,-4.624511241219686,7.891666666666667,0.0
Sudbury,,1293.0,2021,,,,Ontario,Northeast,0.25,6.1463720643892605,4.777777777777778,0.0
Sudbury,,1293.0,2021,,,,Ontario,Northeast,0.25,6.1463720643892605,7.0,0.0
Sudbury,,1248.0,2022,,,,Ontario,Northeast,1.9296875,4.06188686540665,4.9799999999999995,0.0
Sudbury,,1248.0,2022,,,,Ontario,Northeast,1.9296875,4.06188686540665,4.516666666666667,0.0
Sudbury,,1367.0,2023,,,,Ontario,Northeast,4.743243243243243,1.8105102650688876,5.18,0.0
Sudbury,,1367.0,2023,,,,Ontario,Northeast,4.743243243243243,1.8105102650688876,5.2749999999999995,0.0
Sudbury,,1446.0,2024,,,,Ontario,Northeast,4.546934865900383,1.2427072472257494,5.8500000000000005,0.0
Sudbury,,1446.0,2024,,,,Ontario,Northeast,4.546934865900383,1.2427072472257494,6.016666666666667,0.0
Sudbury,,1555.0,2025,,,,Ontario,Northeast,2.71011673151751,0.0,7.425,0.0
Sudbury,,1555.0,2025,,,,Ontario,Northeast,2.71011673151751,0.0,5.858333333333333,0.0
Guelph,,1030.0,2015,,,,Ontario,Kitchener-Waterloo-Barrie,0.63,0.0,5.3999999999999995,0.0
Guelph,,1080.0,2016,,,,Ontario,Kitchener-Waterloo-Barrie,0.5,2.2493655938569113,5.366666666666667,2.27209140418112
Guelph,,1128.0,2017,,,,Ontario,Kitchener-Waterloo-Barrie,0.698076923076923,2.7539321822391827,5.016666666666667,2.2387917268406943
Guelph,,1163.0,2018,,,,Ontario,Kitchener-Waterloo-Barrie,1.4042145593869733,3.278999896398105,4.891666666666667,2.039178106059669
Guelph,,1285.0,2019,,,,Ontario,Kitchener-Waterloo-Barrie,1.75,2.2472691403358613,5.108333333333333,1.985010275706034
Guelph,,1367.0,2020,,,,Ontario,Kitchener-Waterloo-Barrie,0.5565134099616859,-4.624511241219686,8.566666666666666,1.944580647476002
Guelph,,1436.0,2021,,,,Ontario,Kitchener-Waterloo-Barrie,0.25,6.1463720643892605,7.333333333333333,1.4018746407329583
Guelph,,1498.0,2022,,,,Ontario,Kitchener-Waterloo-Barrie,1.9296875,4.06188686540665,5.133333333333334,2.1096045720632173
Guelph,,1652.0,2023,,,,Ontario,Kitchener-Waterloo-Barrie,4.743243243243243,1.8105102650688876,5.258333333333334,1.9096661624830704
Guelph,,1736.0,2024,,,,Ontario,Kitchener-Waterloo-Barrie,4.546934865900383,1.2427072472257494,6.266666666666667,1.512557394910341
Guelph,,1803.0,2025,,,,Ontario,Kitchener-Waterloo-Barrie,2.71011673151751,0.0,6.983333333333333,0.2842044738931681
Haldimand County,,750.0,2015,,,,Unknown,Haldimand County,0.63,0.0,6.880045351473923,0.0
Haldimand County,,766.0,2016,,,,Unknown,Haldimand County,0.5,0.0,7.299149659863945,0.0
Haldimand County,,755.0,2017,,,,Unknown,Haldimand County,0.698076923076923,0.0,6.635374149659864,0.0
Haldimand County,,791.0,2018,,,,Unknown,Haldimand County,1.4042145593869733,0.0,6.057142857142857,0.0
Haldimand County,,821.0,2019,,,,Unknown,Haldimand County,1.75,0.0,5.9324829931972785,0.0
Haldimand County,,807.0,2020,,,,Unknown,Haldimand County,0.5565134099616859,0.0,9.181739267676768,0.0
Haldimand County,,1017.0,2021,,,,Unknown,Haldimand County,0.25,0.0,7.605385487528345,0.0
Haldimand County,,1031.0,2022,,,,Unknown,Haldimand County,1.9296875,0.0,5.346462585034014,0.0
Haldimand County,,1234.0,2023,,,,Unknown,Haldimand County,4.743243243243243,0.0,5.377638888888889,0.0
Haldimand County,,1471.0,2024,,,,Unknown,Haldimand County,4.546934865900383,0.0,6.021701388888889,0.0
Haldimand County,,1137.0,2025,,,,Unknown,Haldimand County,2.71011673151751,0.0,6.689583333333334,0.0
Halifax,,1048.0,2015,,217650.0,48070.0,Nova Scotia,Halifax,0.63,0.0,6.258333333333333,0.0
Halifax,,1063.0,2016,,220308.33333333337,50840.0,Nova Scotia,Halifax,0.5,1.3588321459659711,6.033333333333334,1.2671631128609695
Halifax,,1109.0,2017,,224850.0,55000.0,Nova Scotia,Halifax,0.698076923076923,2.0421877432411417,6.8500000000000005,1.667496153161263
Halifax,,1156.0,2018,,228775.0,62960.0,Nova Scotia,Halifax,1.4042145593869733,1.7607827283105948,6.291666666666667,1.725477515348306
Halifax,20.9,1202.0,2019,50769.0,242866.66666666663,79135.0,Nova Scotia,Halifax,1.75,3.4548843624442993,5.633333333333333,2.1471932186927445
Halifax,18.8,1255.0,2020,52244.0,268991.6666666667,75125.0,Nova Scotia,Halifax,0.5565134099616859,-4.538175986552117,8.85,2.3399901023691605
Halifax,14.4,1335.0,2021,53347.0,339733.3333333333,84785.0,Nova Scotia,Halifax,0.25,6.516585579363077,7.65,1.811578136053127
Halifax,17.2,1449.0,2022,54695.0,414083.3333333333,88310.0,Nova Scotia,Halifax,1.9296875,3.454549773164528,5.041666666666667,3.3346883918497383
Halifax,11.1,1628.0,2023,55519.0,436708.3333333333,107770.0,Nova Scotia,Halifax,4.743243243243243,2.061742057242033,5.491666666666667,3.458498420382883
Halifax,10.5,1707.0,2024,59725.0,451208.3333333333,108000.0,Nova Scotia,Halifax,4.546934865900383,2.679660048500221,5.408333333333334,4.058371956318041
Halifax,10.0,1826.0,2025,62411.0,451316.6666666667,,Nova Scotia,Halifax,2.71011673151751,0.0,5.608333333333333,1.577636416516892
Hamilton,,1040.0,2015,,235000.0,9785.0,Ontario,Hamilton-Niagara Peninsula,0.63,0.0,6.0,0.0
Hamilton,,1042.0,2016,,262391.6666666667,11105.0,Ontario,Hamilton-Niagara Peninsula,0.5,2.2493655938569113,6.466666666666666,1.0331071635582445
Hamilton,,1109.0,2017,,316675.0,12990.0,Ontario,Hamilton-Niagara Peninsula,0.698076923076923,2.7539321822391827,5.516666666666667,1.2054276042531953
Hamilton,,1162.0,2018,,345175.0,15020.0,Ontario,Hamilton-Niagara Peninsula,1.4042145593869733,3.278999896398105,5.641666666666667,1.0997551682080386
Hamilton,15.9,1219.0,2019,44012.0,366233.3333333333,16015.0,Ontario,Hamilton-Niagara Peninsula,1.75,2.2472691403358613,4.825,1.437534726891232
Hamilton,14.0,1291.0,2020,44258.0,414483.3333333333,14290.0,Ontario,Hamilton-Niagara Peninsula,0.5565134099616859,-4.624511241219686,9.058333333333334,1.5107062551742878
Hamilton,12.0,1362.0,2021,45147.0,487800.0,15380.0,Ontario,Hamilton-Niagara Peninsula,0.25,6.1463720643892605,8.075000000000001,0.7479309010897994
Hamilton,14.9,1438.0,2022,45212.0,581966.6666666666,17480.0,Ontario,Hamilton-Niagara Peninsula,1.9296875,4.06188686540665,5.083333333333333,1.1865092806474076
Hamilton,12.3,1617.0,2023,44765.0,533941.6666666666,21270.0,Ontario,Hamilton-Niagara Peninsula,4.743243243243243,1.8105102650688876,5.291666666666667,1.883550055590466
Hamilton,11.1,1632.0,2024,45445.0,520425.0,20930.0,Ontario,Hamilton-Niagara Peninsula,4.546934865900383,1.2427072472257494,6.558333333333334,2.3263896302306186
Hamilton,9.5,1656.0,2025,45428.0,492741.6666666667,,Ontario,Hamilton-Niagara Peninsula,2.71011673151751,0.0,6.925,0.9811297133696328
Hanover,,754.0,2015,,,,Unknown,Hanover,0.63,0.0,6.880045351473923,0.0
Hanover,,714.0,2018,,,,Unknown,Hanover,1.4042145593869733,0.0,6.057142857142857,0.0
Hanover,,747.0,2019,,,,Unknown,Hanover,1.75,0.0,5.9324829931972785,0.0
Hanover,,788.0,2020,,,,Unknown,Hanover,0.5565134099616859,0.0,9.181739267676768,0.0
Hanover,,823.0,2021,,,,Unknown,Hanover,0.25,0.0,7.605385487528345,0.0
Hawkesbury,,564.0,2015,,,,Unknown,Hawkesbury,0.63,0.0,6.880045351473923,0.0
Hawkesbury,,564.0,2015,,,,Unknown,Hawkesbury,0.63,0.0,6.880045351473923,0.0
Hawkesbury,,564.0,2015,,,,Unknown,Hawkesbury,0.63,0.0,6.880045351473923,0.0
Hawkesbury,,712.0,2015,,,,Unknown,Hawkesbury,0.63,0.0,6.880045351473923,0.0
Hawkesbury,,712.0,2015,,,,Unknown,Hawkesbury,0.63,0.0,6.880045351473923,0.0
Hawkesbury,,712.0,2015,,,,Unknown,Hawkesbury,0.63,0.0,6.880045351473923,0.0
Hawkesbury,,556.0,2016,,,,Unknown,Hawkesbury,0.5,0.0,7.299149659863945,-1.7630331753554551
Hawkesbury,,556.0,2016,,,,Unknown,Hawkesbury,0.5,0.0,7.299149659863945,-1.545671298199458
Hawkesbury,,556.0,2016,,,,Unknown,Hawkesbury,0.5,0.0,7.299149659863945,-0.1239925604463731
Hawkesbury,,702.0,2016,,,,Unknown,Hawkesbury,0.5,0.0,7.299149659863945,-1.7630331753554551
Hawkesbury,,702.0,2016,,,,Unknown,Hawkesbury,0.5,0.0,7.299149659863945,-1.545671298199458
Hawkesbury,,702.0,2016,,,,Unknown,Hawkesbury,0.5,0.0,7.299149659863945,-0.1239925604463731
Hawkesbury,,786.0,2017,,,,Unknown,Hawkesbury,0.698076923076923,0.0,6.635374149659864,1.0903126206098124
Hawkesbury,,786.0,2017,,,,Unknown,Hawkesbury,0.698076923076923,0.0,6.635374149659864,1.653444676409177
Hawkesbury,,786.0,2017,,,,Unknown,Hawkesbury,0.698076923076923,0.0,6.635374149659864,5.276225946617008
Hawkesbury,,703.0,2017,,,,Unknown,Hawkesbury,0.698076923076923,0.0,6.635374149659864,1.0903126206098124
Hawkesbury,,703.0,2017,,,,Unknown,Hawkesbury,0.698076923076923,0.0,6.635374149659864,1.653444676409177
Hawkesbury,,703.0,2017,,,,Unknown,Hawkesbury,0.698076923076923,0.0,6.635374149659864,5.276225946617008
Hawkesbury,,850.0,2018,,,,Unknown,Hawkesbury,1.4042145593869733,0.0,6.057142857142857,0.0
Hawkesbury,,850.0,2018,,,,Unknown,Hawkesbury,1.4042145593869733,0.0,6.057142857142857,0.0821490183192219
Hawkesbury,,850.0,2018,,,,Unknown,Hawkesbury,1.4042145593869733,0.0,6.057142857142857,0.5896226415094352
Hawkesbury,,727.0,2018,,,,Unknown,Hawkesbury,1.4042145593869733,0.0,6.057142857142857,0.0
Hawkesbury,,727.0,2018,,,,Unknown,Hawkesbury,1.4042145593869733,0.0,6.057142857142857,0.0821490183192219
Hawkesbury,,727.0,2018,,,,Unknown,Hawkesbury,1.4042145593869733,0.0,6.057142857142857,0.5896226415094352
Hawkesbury,,750.0,2019,,,,Unknown,Hawkesbury,1.75,0.0,5.9324829931972785,-0.11453660398969
Hawkesbury,,750.0,2019,,,,Unknown,Hawkesbury,1.75,0.0,5.9324829931972785,0.0820815890995696
Hawkesbury,,750.0,2019,,,,Unknown,Hawkesbury,1.75,0.0,5.9324829931972785,1.289566236811246
Hawkesbury,,755.0,2019,,,,Unknown,Hawkesbury,1.75,0.0,5.9324829931972785,-0.11453660398969
Hawkesbury,,755.0,2019,,,,Unknown,Hawkesbury,1.75,0.0,5.9324829931972785,0.0820815890995696
Hawkesbury,,755.0,2019,,,,Unknown,Hawkesbury,1.75,0.0,5.9324829931972785,1.289566236811246
Hawkesbury,,815.0,2020,,,,Unknown,Hawkesbury,0.5565134099616859,0.0,9.181739267676768,0.1815575728619123
Hawkesbury,,815.0,2020,,,,Unknown,Hawkesbury,0.5565134099616859,0.0,9.181739267676768,0.0574099893381419
Hawkesbury,,815.0,2020,,,,Unknown,Hawkesbury,0.5565134099616859,0.0,9.181739267676768,-0.694444444444442
Hawkesbury,,779.0,2020,,,,Unknown,Hawkesbury,0.5565134099616859,0.0,9.181739267676768,0.1815575728619123
Hawkesbury,,779.0,2020,,,,Unknown,Hawkesbury,0.5565134099616859,0.0,9.181739267676768,0.0574099893381419
Hawkesbury,,779.0,2020,,,,Unknown,Hawkesbury,0.5565134099616859,0.0,9.181739267676768,-0.694444444444442
Hawkesbury,,664.0,2021,,,,Unknown,Hawkesbury,0.25,0.0,7.605385487528345,0.2098435711560542
Hawkesbury,,664.0,2021,,,,Unknown,Hawkesbury,0.25,0.0,7.605385487528345,1.0901639344262248
Hawkesbury,,664.0,2021,,,,Unknown,Hawkesbury,0.25,0.0,7.605385487528345,6.468531468531458
Hawkesbury,,832.0,2021,,,,Unknown,Hawkesbury,0.25,0.0,7.605385487528345,0.2098435711560542
Hawkesbury,,832.0,2021,,,,Unknown,Hawkesbury,0.25,0.0,7.605385487528345,1.0901639344262248
Hawkesbury,,832.0,2021,,,,Unknown,Hawkesbury,0.25,0.0,7.605385487528345,6.468531468531458
Hawkesbury,,914.0,2022,,,,Unknown,Hawkesbury,1.9296875,0.0,5.346462585034014,0.5235103750238057
Hawkesbury,,914.0,2022,,,,Unknown,Hawkesbury,1.9296875,0.0,5.346462585034014,0.7702910889483494
Hawkesbury,,914.0,2022,,,,Unknown,Hawkesbury,1.9296875,0.0,5.346462585034014,2.1893814997263172
Hawkesbury,,798.0,2022,,,,Unknown,Hawkesbury,1.9296875,0.0,5.346462585034014,0.5235103750238057
Hawkesbury,,798.0,2022,,,,Unknown,Hawkesbury,1.9296875,0.0,5.346462585034014,0.7702910889483494
Hawkesbury,,798.0,2022,,,,Unknown,Hawkesbury,1.9296875,0.0,5.346462585034014,2.1893814997263172
Hawkesbury,,760.0,2023,,,,Unknown,Hawkesbury,4.743243243243243,0.0,5.377638888888889,0.3314080106050499
Hawkesbury,,760.0,2023,,,,Unknown,Hawkesbury,4.743243243243243,0.0,5.377638888888889,0.7000321853878333
Hawkesbury,,760.0,2023,,,,Unknown,Hawkesbury,4.743243243243243,0.0,5.377638888888889,2.7852169255490056
Hawkesbury,,870.0,2023,,,,Unknown,Hawkesbury,4.743243243243243,0.0,5.377638888888889,0.3314080106050499
Hawkesbury,,870.0,2023,,,,Unknown,Hawkesbury,4.743243243243243,0.0,5.377638888888889,0.7000321853878333
Hawkesbury,,870.0,2023,,,,Unknown,Hawkesbury,4.743243243243243,0.0,5.377638888888889,2.7852169255490056
Hawkesbury,,1007.0,2024,,,,Unknown,Hawkesbury,4.546934865900383,0.0,6.021701388888889,2.1234428086070123
Hawkesbury,,1007.0,2024,,,,Unknown,Hawkesbury,4.546934865900383,0.0,6.021701388888889,1.6140631242508974
Hawkesbury,,1007.0,2024,,,,Unknown,Hawkesbury,4.546934865900383,0.0,6.021701388888889,-1.1985409067222563
Hawkesbury,,915.0,2024,,,,Unknown,Hawkesbury,4.546934865900383,0.0,6.021701388888889,2.1234428086070123
