City,Turnover_Rate,Average rent ($),Year,Total_Units,Buy_Price,Intl_Students_Prov
La Tuque,,464.0,2021,,,
La Tuque,,505.0,2022,,,
La Tuque,,566.0,2023,,,
La Tuque,,561.0,2024,,,
La Tuque,,600.0,2025,,,
Lachute,,589.0,2015,,,
Lachute,,596.0,2016,,,
Lachute,,630.0,2017,,,
Lachute,,653.0,2018,,,
Lachute,,685.0,2019,,,
Lachute,,667.0,2020,,,
Lachute,,782.0,2021,,,
Lachute,,875.0,2022,,,
Lachute,,928.0,2023,,,
Lachute,,1022.0,2024,,,
Lachute,,1134.0,2025,,,
Lacombe,,842.0,2015,,,
Lacombe,,806.0,2016,,,
Lacombe,,878.0,2017,,,
Lacombe,,991.0,2018,,,
Lacombe,,995.0,2019,,,
Lacombe,,1035.0,2020,,,
Lacombe,,1058.0,2021,,,
Lacombe,,1225.0,2022,,,
Lacombe,,1326.0,2023,,,
Lacombe,,1378.0,2024,,,
Lacombe,,1451.0,2025,,,
Lambton Shores,,830.0,2015,,,
Lambton Shores,,855.0,2016,,,
Lambton Shores,,873.0,2017,,,
Lambton Shores,,801.0,2018,,,
Lambton Shores,,825.0,2019,,,
Lambton Shores,,1001.0,2020,,,
Lambton Shores,,889.0,2021,,,
Lambton Shores,,1297.0,2022,,,
Lambton Shores,,1505.0,2023,,,
Lambton Shores,,1314.0,2024,,,
Lambton Shores,,1473.0,2025,,,
Leamington,,828.0,2015,,,
Leamington,,839.0,2016,,,
Leamington,,879.0,2017,,,
Leamington,,910.0,2018,,,
Leamington,,1165.0,2019,,,
Leamington,,1160.0,2020,,,
Leamington,,1213.0,2021,,,
Leamington,,1079.0,2022,,,
Leamington,,0.0,2023,,,
Leamington,,0.0,2024,,,
Leamington,,0.0,2025,,,
Les Îles-de-la-Madeleine,,613.0,2015,,,
Les Îles-de-la-Madeleine,,605.0,2016,,,
Les Îles-de-la-Madeleine,,634.0,2017,,,
Les Îles-de-la-Madeleine,,631.0,2018,,,
Les Îles-de-la-Madeleine,,661.0,2019,,,
Les Îles-de-la-Madeleine,,648.0,2020,,,
Les Îles-de-la-Madeleine,,690.0,2021,,,
Les Îles-de-la-Madeleine,,723.0,2022,,,
Les Îles-de-la-Madeleine,,769.0,2023,,,
Les Îles-de-la-Madeleine,,842.0,2024,,,
Les Îles-de-la-Madeleine,,921.0,2025,,,
Lethbridge,,903.0,2015,,,
Lethbridge,,927.0,2016,,,
Lethbridge,,926.0,2017,,,
Lethbridge,,962.0,2018,,,
Lethbridge,,992.0,2019,,,
Lethbridge,,1030.0,2020,,,
Lethbridge,,1041.0,2021,,,
Lethbridge,,1099.0,2022,,,
Lethbridge,,1217.0,2023,,,
Lethbridge,,1477.0,2024,,,
Lethbridge,,1593.0,2025,,,
Lloydminster,,1024.0,2015,,,
Lloydminster,,1145.0,2015,,,
Lloydminster,,960.0,2016,,,
Lloydminster,,1063.0,2016,,,
Lloydminster,,953.0,2017,,,
Lloydminster,,1057.0,2017,,,
Lloydminster,,946.0,2018,,,
Lloydminster,,1063.0,2018,,,
Lloydminster,,1010.0,2019,,,
Lloydminster,,1090.0,2019,,,
Lloydminster,,974.0,2020,,,
Lloydminster,,1127.0,2020,,,
Lloydminster,,960.0,2021,,,
Lloydminster,,1080.0,2021,,,
Lloydminster,,993.0,2022,,,
Lloydminster,,1043.0,2022,,,
Lloydminster,,1081.0,2023,,,
Lloydminster,,1080.0,2023,,,
Lloydminster,,1204.0,2024,,,
Lloydminster,,1196.0,2024,,,
Lloydminster,,1345.0,2025,,,
Lloydminster,,1301.0,2025,,,
London,,959.0,2015,,121208.33333333333,9785.0
London,,1000.0,2016,,126133.33333333333,11105.0
London,,1037.0,2017,,146283.33333333334,12990.0
London,,1088.0,2018,,189291.66666666666,15020.0
London,21.1,1107.0,2019,45580.0,227341.66666666666,16015.0
London,19.3,1207.0,2020,46326.0,272225.0,14290.0
London,16.1,1275.0,2021,47214.0,353958.3333333333,15380.0
London,19.1,1393.0,2022,47778.0,408025.0,17480.0
London,15.1,1479.0,2023,47023.0,359691.6666666667,21270.0
London,14.4,1548.0,2024,48189.0,381041.6666666667,20930.0
London,13.4,1651.0,2025,49202.0,357575.0,
Mackenzie No. 23,,1533.0,2024,,,
Matane,,554.0,2015,,,
Matane,,558.0,2016,,,
Matane,,566.0,2017,,,
Matane,,569.0,2018,,,
Matane,,584.0,2019,,,
Matane,,590.0,2020,,,
Matane,,597.0,2021,,,
Matane,,597.0,2022,,,
Matane,,635.0,2023,,,
Matane,,693.0,2024,,,
Matane,,786.0,2025,,,
Meaford,,848.0,2015,,,
Meaford,,839.0,2016,,,
Meaford,,849.0,2017,,,
Meaford,,900.0,2018,,,
Meaford,,890.0,2019,,,
Meaford,,945.0,2020,,,
Meaford,,970.0,2021,,,
Meaford,,1044.0,2022,,,
Meaford,,1080.0,2023,,,
Meaford,,1363.0,2024,,,
Meaford,,1192.0,2025,,,
Medicine Hat,,804.0,2015,,,
Medicine Hat,,807.0,2016,,,
Medicine Hat,,821.0,2017,,,
Medicine Hat,,822.0,2018,,,
Medicine Hat,,859.0,2019,,,
Medicine Hat,,879.0,2020,,,
Medicine Hat,,899.0,2021,,,
Medicine Hat,,970.0,2022,,,
Medicine Hat,,1070.0,2023,,,
Medicine Hat,,1158.0,2024,,,
Medicine Hat,,1217.0,2025,,,
Midland,,856.0,2015,,,
Midland,,877.0,2016,,,
Midland,,928.0,2017,,,
Midland,,1013.0,2018,,,
Midland,,1064.0,2019,,,
Midland,,1076.0,2020,,,
Midland,,1177.0,2021,,,
Midland,,1403.0,2023,,,
Midland,,1477.0,2024,,,
Midland,,1541.0,2025,,,
Miramichi,,652.0,2015,,,
Miramichi,,630.0,2016,,,
Miramichi,,633.0,2017,,,
Miramichi,,644.0,2018,,,
Miramichi,,669.0,2019,,,
Miramichi,,709.0,2020,,,
Miramichi,,738.0,2021,,,
Miramichi,,888.0,2022,,,
Miramichi,,944.0,2023,,,
Miramichi,,1127.0,2024,,,
Miramichi,,1132.0,2025,,,
Mississippi Mills,,809.0,2015,,,
Mississippi Mills,,0.0,2020,,,
Mississippi Mills,,0.0,2021,,,
Mississippi Mills,,0.0,2022,,,
Mississippi Mills,,0.0,2023,,,
Mississippi Mills,,0.0,2024,,,
Mississippi Mills,,0.0,2025,,,
Moncton,,762.0,2015,,,
Moncton,,799.0,2016,,,
Moncton,,804.0,2017,,,
Moncton,,832.0,2018,,,
Moncton,,871.0,2019,,,
Moncton,,949.0,2020,,,
Moncton,,1042.0,2021,,,
Moncton,,1120.0,2022,,,
Moncton,,1236.0,2023,,,
Moncton,,1365.0,2024,,,
Moncton,,1452.0,2025,,,
Mont-Laurier,,529.0,2015,,,
Mont-Laurier,,541.0,2016,,,
Mont-Laurier,,551.0,2017,,,
Mont-Laurier,,562.0,2018,,,
Mont-Laurier,,575.0,2019,,,
Mont-Laurier,,583.0,2020,,,
Mont-Laurier,,607.0,2021,,,
Mont-Laurier,,628.0,2022,,,
Mont-Laurier,,649.0,2023,,,
Mont-Laurier,,709.0,2024,,,
Mont-Laurier,,788.0,2025,,,
Montmagny,,531.0,2015,,,
Montmagny,,560.0,2016,,,
Montmagny,,598.0,2017,,,
Montmagny,,579.0,2018,,,
Montmagny,,612.0,2019,,,
Montmagny,,644.0,2020,,,
Montmagny,,640.0,2021,,,
Montmagny,,707.0,2022,,,
Montmagny,,736.0,2023,,,
Montmagny,,752.0,2024,,,
Montmagny,,865.0,2025,,,
Montreal,17.4,855.0,2019,590305.0,274983.3333333333,240640.0
Montreal,15.7,903.0,2020,602897.0,306308.3333333333,201060.0
Montreal,11.4,932.0,2021,612757.0,346825.0,246590.0
Montreal,11.4,1022.0,2022,621229.0,386783.3333333333,350230.0
Montreal,10.3,1096.0,2023,632708.0,386291.6666666667,453625.0
Montreal,9.6,1176.0,2024,653365.0,405841.6666666667,397765.0
Montreal,11.1,1346.0,2025,667266.0,425366.6666666667,
Montreal,,760.0,2015,,,
Montreal,,791.0,2016,,,
Montreal,,782.0,2017,,,
Montreal,,809.0,2018,,,
Montreal,,856.0,2019,,,
Montreal,,903.0,2020,,,
Montreal,,932.0,2021,,,
Montreal,,1022.0,2022,,,
Montreal,,1096.0,2023,,,
Montreal,,1176.0,2024,,,
Montreal,,1346.0,2025,,,
Moose Jaw,,889.0,2015,,,
Moose Jaw,,886.0,2016,,,
Moose Jaw,,909.0,2017,,,
Moose Jaw,,934.0,2018,,,
Moose Jaw,,948.0,2019,,,
Moose Jaw,,961.0,2020,,,
Moose Jaw,,993.0,2021,,,
Moose Jaw,,1052.0,2022,,,
Moose Jaw,,1140.0,2023,,,
Moose Jaw,,1177.0,2024,,,
Moose Jaw,,1337.0,2025,,,
Nanaimo,,855.0,2015,,,
Nanaimo,,900.0,2016,,,
Nanaimo,,981.0,2017,,,
Nanaimo,,1085.0,2018,,,
Nanaimo,,1166.0,2019,,,
Nanaimo,,1263.0,2020,,,
Nanaimo,,1351.0,2021,,,
Nanaimo,,1531.0,2022,,,
Nanaimo,,1669.0,2023,,,
Nanaimo,,1775.0,2024,,,
Nanaimo,,1895.0,2025,,,
New Glasgow,,694.0,2015,,,
New Glasgow,,724.0,2016,,,
New Glasgow,,733.0,2017,,,
New Glasgow,,763.0,2018,,,
New Glasgow,,768.0,2019,,,
New Glasgow,,774.0,2020,,,
New Glasgow,,829.0,2021,,,
New Glasgow,,843.0,2022,,,
New Glasgow,,955.0,2023,,,
New Glasgow,,972.0,2024,,,
New Glasgow,,1070.0,2025,,,
Norfolk,,668.0,2015,,,
Norfolk,,683.0,2016,,,
Norfolk,,748.0,2017,,,
Norfolk,,732.0,2018,,,
Norfolk,,777.0,2019,,,
Norfolk,,779.0,2020,,,
Norfolk,,867.0,2021,,,
Norfolk,,1040.0,2022,,,
Norfolk,,1032.0,2023,,,
Norfolk,,962.0,2024,,,
Norfolk,,988.0,2025,,,
North Battleford,,861.0,2015,,,
North Battleford,,872.0,2016,,,
North Battleford,,881.0,2017,,,
North Battleford,,897.0,2018,,,
North Battleford,,914.0,2019,,,
North Battleford,,901.0,2020,,,
North Battleford,,916.0,2021,,,
North Battleford,,918.0,2022,,,
North Battleford,,955.0,2023,,,
North Battleford,,1065.0,2024,,,
North Battleford,,1159.0,2025,,,
North Bay,,905.0,2015,,,
North Bay,,914.0,2016,,,
North Bay,,921.0,2017,,,
North Bay,,963.0,2018,,,
North Bay,,993.0,2019,,,
North Bay,,1030.0,2020,,,
North Bay,,1059.0,2021,,,
North Bay,,1143.0,2022,,,
North Bay,,1254.0,2023,,,
North Bay,,1325.0,2024,,,
North Bay,,1404.0,2025,,,
North Grenville,,842.0,2015,,,
North Grenville,,0.0,2020,,,
North Grenville,,0.0,2021,,,
North Grenville,,0.0,2022,,,
North Grenville,,0.0,2023,,,
North Grenville,,0.0,2024,,,
North Grenville,,0.0,2025,,,
North Perth,,739.0,2015,,,
North Perth,,756.0,2016,,,
North Perth,,746.0,2017,,,
North Perth,,819.0,2018,,,
North Perth,,878.0,2019,,,
North Perth,,916.0,2020,,,
North Perth,,857.0,2021,,,
North Perth,,1010.0,2022,,,
North Perth,,1087.0,2023,,,
North Perth,,1228.0,2024,,,
North Perth,,1282.0,2025,,,
Okotoks,,964.0,2015,,,
Okotoks,,983.0,2016,,,
Okotoks,,1022.0,2017,,,
Okotoks,,1013.0,2019,,,
Okotoks,,1036.0,2020,,,
Okotoks,,1032.0,2021,,,
Okotoks,,1083.0,2022,,,
Okotoks,,1221.0,2023,,,
Okotoks,,1467.0,2024,,,
Okotoks,,1778.0,2025,,,
Orillia,,924.0,2015,,,
Orillia,,963.0,2016,,,
Orillia,,1009.0,2017,,,
Orillia,,1053.0,2018,,,
Orillia,,1109.0,2019,,,
Orillia,,1109.0,2020,,,
Orillia,,1177.0,2021,,,
Orillia,,1237.0,2022,,,
Orillia,,1368.0,2023,,,
Orillia,,1372.0,2024,,,
Orillia,,1553.0,2025,,,
Oshawa,,1037.0,2015,,,
Oshawa,,1112.0,2016,,,
Oshawa,,1182.0,2017,,,
Oshawa,,1248.0,2018,,,
Oshawa,,1270.0,2019,,,
Oshawa,,1354.0,2020,,,
Oshawa,,1428.0,2021,,,
Oshawa,,1463.0,2022,,,
Oshawa,,1623.0,2023,,,
Oshawa,,1690.0,2024,,,
Oshawa,,1762.0,2025,,,
Ottawa,,1174.0,2015,,265283.3333333333,9785.0
Ottawa,,1201.0,2016,,260691.66666666666,11105.0
Ottawa,,1231.0,2017,,267516.6666666667,12990.0
Ottawa,,1297.0,2018,,282400.0,15020.0
Ottawa,20.3,1410.0,2019,63768.0,308058.3333333333,16015.0
Ottawa,17.9,1517.0,2020,66084.0,359225.0,14290.0
Ottawa,17.9,1550.0,2021,66667.0,401600.0,15380.0
Ottawa,22.8,1625.0,2022,71062.0,432841.6666666667,17480.0
Ottawa,16.7,1698.0,2023,72591.0,415391.6666666667,21270.0
Ottawa,16.5,1880.0,2024,78463.0,410016.6666666667,20930.0
Ottawa,14.5,1926.0,2025,82160.0,402291.6666666667,
Ottawa,,1044.0,2015,,,
Ottawa,,1062.0,2016,,,
Ottawa,,1086.0,2017,,,
Ottawa,,1138.0,2018,,,
Ottawa,,1244.0,2019,,,
Ottawa,,1315.0,2020,,,
Ottawa,,1379.0,2021,,,
Ottawa,,1499.0,2022,,,
Ottawa,,1544.0,2023,,,
Ottawa,,1684.0,2024,,,
Ottawa,,1757.0,2025,,,
Owen Sound,,856.0,2015,,,
Owen Sound,,870.0,2016,,,
Owen Sound,,883.0,2017,,,
Owen Sound,,926.0,2018,,,
Owen Sound,,949.0,2019,,,
Owen Sound,,1008.0,2020,,,
Owen Sound,,1015.0,2021,,,
Owen Sound,,1078.0,2022,,,
Owen Sound,,1152.0,2023,,,
Owen Sound,,1214.0,2024,,,
Owen Sound,,1361.0,2025,,,
Parksville,,776.0,2015,,,
Parksville,,804.0,2016,,,
Parksville,,816.0,2017,,,
Parksville,,942.0,2018,,,
Parksville,,959.0,2019,,,
Parksville,,1007.0,2020,,,
Parksville,,1254.0,2021,,,
Parksville,,1393.0,2022,,,
Parksville,,1495.0,2023,,,
Parksville,,1544.0,2024,,,
Parksville,,1563.0,2025,,,
Pembroke,,807.0,2015,,,
Pembroke,,812.0,2016,,,
Pembroke,,812.0,2017,,,
Pembroke,,846.0,2018,,,
Pembroke,,896.0,2019,,,
Pembroke,,973.0,2020,,,
Pembroke,,1049.0,2021,,,
Pembroke,,1102.0,2022,,,
Pembroke,,1036.0,2023,,,
Pembroke,,1248.0,2024,,,
Pembroke,,1200.0,2025,,,
Penticton,,857.0,2015,,,
Penticton,,897.0,2016,,,
Penticton,,951.0,2017,,,
Penticton,,1057.0,2018,,,
Penticton,,1141.0,2019,,,
Penticton,,1188.0,2020,,,
Penticton,,1259.0,2021,,,
Penticton,,1355.0,2022,,,
Penticton,,1504.0,2023,,,
Penticton,,1476.0,2024,,,
Penticton,,1511.0,2025,,,
Petawawa,,824.0,2015,,,
Petawawa,,711.0,2016,,,
Petawawa,,777.0,2017,,,
Petawawa,,808.0,2018,,,
Petawawa,,770.0,2019,,,
Petawawa,,840.0,2020,,,
Petawawa,,846.0,2021,,,
Petawawa,,1009.0,2022,,,
Petawawa,,1171.0,2023,,,
Petawawa,,1156.0,2024,,,
Petawawa,,1225.0,2025,,,
Peterborough,,955.0,2015,,,
Peterborough,,978.0,2016,,,
Peterborough,,987.0,2017,,,
Peterborough,,1074.0,2018,,,
Peterborough,,1103.0,2019,,,
Peterborough,,1183.0,2020,,,
Peterborough,,1305.0,2021,,,
Peterborough,,1336.0,2022,,,
Peterborough,,1405.0,2023,,,
Peterborough,,1498.0,2024,,,
Peterborough,,1513.0,2025,,,
Port Alberni,,694.0,2015,,,
Port Alberni,,715.0,2016,,,
Port Alberni,,733.0,2017,,,
Port Alberni,,782.0,2018,,,
Port Alberni,,833.0,2019,,,
Port Alberni,,860.0,2020,,,
Port Alberni,,972.0,2021,,,
Port Alberni,,1041.0,2022,,,
Port Alberni,,1203.0,2023,,,
Port Alberni,,1289.0,2024,,,
Port Alberni,,1279.0,2025,,,
Port Hope,,1052.0,2015,,,
Port Hope,,1099.0,2016,,,
Port Hope,,1109.0,2017,,,
Port Hope,,1271.0,2018,,,
Port Hope,,1311.0,2019,,,
Port Hope,,1326.0,2020,,,
Port Hope,,1440.0,2021,,,
Port Hope,,1563.0,2022,,,
Port Hope,,1570.0,2023,,,
Port Hope,,1498.0,2024,,,
Port Hope,,1588.0,2025,,,
Portage La Prairie,,752.0,2015,,,
Portage La Prairie,,777.0,2016,,,
Portage La Prairie,,795.0,2017,,,
Portage La Prairie,,842.0,2018,,,
Portage La Prairie,,869.0,2019,,,
Portage La Prairie,,1061.0,2020,,,
Portage La Prairie,,1049.0,2021,,,
Portage La Prairie,,1119.0,2022,,,
Portage La Prairie,,1149.0,2023,,,
Portage La Prairie,,1261.0,2024,,,
Portage La Prairie,,1257.0,2025,,,
Powell River,,693.0,2015,,,
Powell River,,734.0,2016,,,
Powell River,,755.0,2017,,,
Powell River,,833.0,2018,,,
Powell River,,867.0,2019,,,
Powell River,,848.0,2020,,,
Powell River,,891.0,2021,,,
Powell River,,926.0,2022,,,
Powell River,,1040.0,2023,,,
Powell River,,1103.0,2024,,,
Powell River,,1182.0,2025,,,
Prince Albert,,909.0,2015,,,
Prince Albert,,885.0,2016,,,
Prince Albert,,904.0,2017,,,
Prince Albert,,905.0,2018,,,
Prince Albert,,904.0,2019,,,
Prince Albert,,912.0,2020,,,
Prince Albert,,938.0,2021,,,
Prince Albert,,956.0,2022,,,
Prince Albert,,1014.0,2023,,,
Prince Albert,,1096.0,2024,,,
Prince Albert,,1213.0,2025,,,
Prince Edward,,846.0,2015,,,
Prince Edward,,895.0,2016,,,
Prince Edward,,888.0,2017,,,
Prince Edward,,900.0,2018,,,
Prince Edward,,1001.0,2019,,,
Prince Edward,,1020.0,2020,,,
Prince Edward,,981.0,2021,,,
Prince Edward,,1146.0,2022,,,
Prince Edward,,1130.0,2023,,,
Prince Edward,,1263.0,2024,,,
Prince Edward,,1405.0,2025,,,
Prince George,,806.0,2015,,,
Prince George,,840.0,2016,,,
Prince George,,857.0,2017,,,
Prince George,,883.0,2018,,,
Prince George,,932.0,2019,,,
Prince George,,972.0,2020,,,
Prince George,,1026.0,2021,,,
Prince George,,1124.0,2022,,,
Prince George,,1224.0,2023,,,
Prince George,,1268.0,2024,,,
Prince George,,1422.0,2025,,,
Prince Rupert,,801.0,2015,,,
Prince Rupert,,800.0,2016,,,
Prince Rupert,,919.0,2017,,,
Prince Rupert,,876.0,2018,,,
Prince Rupert,,886.0,2019,,,
Prince Rupert,,1135.0,2020,,,
Prince Rupert,,974.0,2021,,,
Prince Rupert,,1070.0,2022,,,
Prince Rupert,,1322.0,2023,,,
Prince Rupert,,1208.0,2024,,,
Prince Rupert,,1154.0,2025,,,
Prévost,,769.0,2015,,,
Prévost,,775.0,2016,,,
Prévost,,805.0,2017,,,
Prévost,,800.0,2018,,,
Prévost,,817.0,2019,,,
Prévost,,821.0,2020,,,
Prévost,,858.0,2021,,,
Prévost,,1119.0,2022,,,
Prévost,,1032.0,2023,,,
Prévost,,896.0,2024,,,
Prévost,,1322.0,2025,,,
Quebec City,22.1,862.0,2019,91787.0,176491.66666666666,240640.0
Quebec City,21.5,899.0,2020,95096.0,180566.66666666666,201060.0
Quebec City,16.3,945.0,2021,99090.0,195591.66666666666,246590.0
Quebec City,15.9,976.0,2022,103137.0,215275.0,350230.0
Quebec City,15.4,1040.0,2023,106735.0,223700.0,453625.0
Quebec City,14.9,1159.0,2024,114092.0,250416.66666666666,397765.0
Quebec City,13.9,1277.0,2025,118693.0,290033.3333333333,
Queens,,653.0,2015,,,
Queens,,658.0,2016,,,
Queens,,608.0,2017,,,
Queens,,660.0,2018,,,
Queens,,675.0,2019,,,
Queens,,841.0,2020,,,
Queens,,973.0,2021,,,
Queens,,674.0,2022,,,
Queens,,1114.0,2025,,,
Quesnel,,645.0,2015,,,
Quesnel,,664.0,2016,,,
Quesnel,,670.0,2017,,,
Quesnel,,691.0,2018,,,
Quesnel,,710.0,2019,,,
Quesnel,,807.0,2020,,,
Quesnel,,709.0,2021,,,
Quesnel,,830.0,2022,,,
Quesnel,,1136.0,2023,,,
Quesnel,,1059.0,2024,,,
Quesnel,,1226.0,2025,,,
Quebec City,,788.0,2015,,,
Quebec City,,808.0,2016,,,
Quebec City,,820.0,2017,,,
Quebec City,,839.0,2018,,,
Quebec City,,862.0,2019,,,
Quebec City,,900.0,2020,,,
Quebec City,,945.0,2021,,,
Quebec City,,976.0,2022,,,
Quebec City,,1040.0,2023,,,
Quebec City,,1159.0,2024,,,
Quebec City,,1276.0,2025,,,
Rawdon,,598.0,2015,,,
Rawdon,,590.0,2016,,,
Rawdon,,612.0,2017,,,
Rawdon,,628.0,2018,,,
Rawdon,,646.0,2019,,,
Rawdon,,676.0,2020,,,
Rawdon,,728.0,2021,,,
Rawdon,,850.0,2022,,,
Rawdon,,956.0,2023,,,
Rawdon,,973.0,2024,,,
Rawdon,,1069.0,2025,,,
Red Deer,,1036.0,2015,,,
Red Deer,,1009.0,2016,,,
Red Deer,,1007.0,2017,,,
Red Deer,,1021.0,2018,,,
Red Deer,,1030.0,2019,,,
Red Deer,,1022.0,2020,,,
Red Deer,,1023.0,2021,,,
Red Deer,,1083.0,2022,,,
Red Deer,,1194.0,2023,,,
Red Deer,,1342.0,2024,,,
Red Deer,,1418.0,2025,,,
Red Deer County,,1275.0,2019,,,
Red Deer County,,1218.0,2020,,,
Red Deer County,,1222.0,2021,,,
Red Deer County,,1291.0,2022,,,
Red Deer County,,1469.0,2023,,,
Red Deer County,,1602.0,2024,,,
Red Deer County,,1703.0,2025,,,
Regina,,1102.0,2015,,222700.0,16525.0
Regina,,1114.0,2016,,203550.0,18755.0
Regina,,1120.0,2017,,200341.66666666666,20035.0
Regina,,1135.0,2018,,195908.33333333334,22850.0
Regina,48.8,1128.0,2019,13640.0,182241.66666666666,25845.0
Regina,37.7,1152.0,2020,13888.0,176816.66666666666,22385.0
Regina,27.9,1156.0,2021,13860.0,187725.0,26295.0
Regina,35.0,1186.0,2022,13846.0,192100.0,33885.0
Regina,34.5,1301.0,2023,14022.0,200425.0,46710.0
Regina,31.9,1415.0,2024,14490.0,207208.33333333334,52490.0
Regina,31.6,1473.0,2025,14806.0,213275.0,
Rimouski,,671.0,2015,,,
Rimouski,,668.0,2016,,,
Rimouski,,679.0,2017,,,
Rimouski,,684.0,2018,,,
Rimouski,,680.0,2019,,,
Rimouski,,705.0,2020,,,
Rimouski,,696.0,2021,,,
Rimouski,,741.0,2022,,,
Rimouski,,798.0,2023,,,
Rimouski,,810.0,2024,,,
Rimouski,,935.0,2025,,,
Rivière-du-Loup,,589.0,2015,,,
Rivière-du-Loup,,602.0,2016,,,
Rivière-du-Loup,,607.0,2017,,,
Rivière-du-Loup,,622.0,2018,,,
Rivière-du-Loup,,623.0,2019,,,
Rivière-du-Loup,,638.0,2020,,,
Rivière-du-Loup,,658.0,2021,,,
Rivière-du-Loup,,698.0,2022,,,
Rivière-du-Loup,,764.0,2023,,,
Rivière-du-Loup,,820.0,2024,,,
Rivière-du-Loup,,857.0,2025,,,
Roberval,,483.0,2015,,,
Roberval,,491.0,2016,,,
Roberval,,499.0,2017,,,
Roberval,,499.0,2018,,,
Roberval,,509.0,2019,,,
Roberval,,520.0,2020,,,
Roberval,,522.0,2021,,,
Roberval,,542.0,2022,,,
Roberval,,0.0,2023,,,
Roberval,,0.0,2024,,,
Roberval,,0.0,2025,,,
Rouyn-Noranda,,603.0,2015,,,
Rouyn-Noranda,,617.0,2016,,,
Rouyn-Noranda,,629.0,2017,,,
Rouyn-Noranda,,646.0,2018,,,
Rouyn-Noranda,,681.0,2019,,,
Rouyn-Noranda,,721.0,2020,,,
Rouyn-Noranda,,771.0,2021,,,
Rouyn-Noranda,,845.0,2022,,,
Rouyn-Noranda,,881.0,2023,,,
Rouyn-Noranda,,1033.0,2024,,,
Rouyn-Noranda,,1007.0,2025,,,
Saguenay,,598.0,2015,,,
Saguenay,,587.0,2016,,,
Saguenay,,605.0,2017,,,
Saguenay,,608.0,2018,,,
Saguenay,,649.0,2019,,,
Saguenay,,667.0,2020,,,
Saguenay,,704.0,2021,,,
Saguenay,,717.0,2022,,,
Saguenay,,778.0,2023,,,
Saguenay,,884.0,2024,,,
Saguenay,,986.0,2025,,,
Saint John,,718.0,2015,,,
Saint John,,720.0,2016,,,
Saint John,,746.0,2017,,,
Saint John,,755.0,2018,,,
Saint John,,797.0,2019,,,
Saint John,,825.0,2020,,,
Saint John,,888.0,2021,,,
Saint John,,1019.0,2022,,,
Saint John,,1093.0,2023,,,
Saint John,,1229.0,2024,,,
Saint John,,1290.0,2025,,,
Saint-Félicien,,509.0,2015,,,
Saint-Félicien,,516.0,2016,,,
Saint-Félicien,,522.0,2017,,,
Saint-Félicien,,543.0,2018,,,
Saint-Félicien,,571.0,2019,,,
Saint-Félicien,,580.0,2020,,,
Saint-Félicien,,592.0,2021,,,
Saint-Félicien,,649.0,2022,,,
Saint-Félicien,,691.0,2023,,,
Saint-Félicien,,723.0,2024,,,
Saint-Félicien,,812.0,2025,,,
Saint-Georges,,506.0,2015,,,
Saint-Georges,,516.0,2016,,,
Saint-Georges,,532.0,2017,,,
Saint-Georges,,544.0,2018,,,
Saint-Georges,,560.0,2019,,,
Saint-Georges,,582.0,2020,,,
Saint-Georges,,593.0,2021,,,
Saint-Georges,,625.0,2022,,,
Saint-Georges,,662.0,2023,,,
Saint-Georges,,712.0,2024,,,
Saint-Georges,,798.0,2025,,,
Saint-Hyacinthe,,617.0,2015,,,
Saint-Hyacinthe,,640.0,2016,,,
Saint-Hyacinthe,,654.0,2017,,,
Saint-Hyacinthe,,661.0,2018,,,
Saint-Hyacinthe,,690.0,2019,,,
Saint-Hyacinthe,,774.0,2020,,,
Saint-Hyacinthe,,832.0,2021,,,
Saint-Hyacinthe,,940.0,2022,,,
Saint-Hyacinthe,,981.0,2023,,,
Saint-Hyacinthe,,1085.0,2024,,,
Saint-Hyacinthe,,1203.0,2025,,,
Saint-Jean-sur-Richelieu,,643.0,2015,,,
Saint-Jean-sur-Richelieu,,673.0,2016,,,
Saint-Jean-sur-Richelieu,,0.0,2020,,,
Saint-Jean-sur-Richelieu,,0.0,2021,,,
Saint-Jean-sur-Richelieu,,0.0,2022,,,
Saint-Jean-sur-Richelieu,,0.0,2023,,,
Saint-Jean-sur-Richelieu,,0.0,2024,,,
Saint-Jean-sur-Richelieu,,0.0,2025,,,
Sainte- Sophie,,680.0,2015,,,
Sainte- Sophie,,692.0,2016,,,
Sainte- Sophie,,725.0,2017,,,
Sainte- Sophie,,774.0,2018,,,
Sainte- Sophie,,789.0,2019,,,
Sainte- Sophie,,837.0,2020,,,
Sainte- Sophie,,948.0,2021,,,
Sainte- Sophie,,1039.0,2022,,,
Sainte- Sophie,,1048.0,2023,,,
Sainte- Sophie,,1145.0,2024,,,
Sainte- Sophie,,1198.0,2025,,,
Sainte-Adèle,,635.0,2015,,,
Sainte-Adèle,,665.0,2016,,,
Sainte-Adèle,,687.0,2017,,,
Sainte-Adèle,,714.0,2018,,,
Sainte-Adèle,,711.0,2019,,,
Sainte-Adèle,,735.0,2020,,,
Sainte-Adèle,,802.0,2021,,,
Sainte-Adèle,,856.0,2022,,,
Sainte-Adèle,,920.0,2023,,,
Sainte-Adèle,,953.0,2024,,,
Sainte-Adèle,,1034.0,2025,,,
Sainte-Marie,,569.0,2015,,,
Sainte-Marie,,569.0,2016,,,
Sainte-Marie,,585.0,2017,,,
Sainte-Marie,,591.0,2018,,,
Sainte-Marie,,613.0,2019,,,
